sample_id	sequence_length	dataset	k	n_top_k
0	54	EA_positive	1	22.85
0	54	EA_positive	5	45.50000000000001
0	54	EA_positive	10	47.000000000000014
0	54	EA_positive	20	53.000000000000014
1	41	positive	1	18.5
1	41	positive	5	23.0
1	41	positive	10	31.0
1	41	positive	20	37.0
2	72	EA_positive	1	29.0
2	72	EA_positive	5	57.5
2	72	EA_positive	10	62.0
2	72	EA_positive	20	69.0
3	47	EA_negative	1	22.80952380952381
3	47	EA_negative	5	37.04761904761905
3	47	EA_negative	10	43.00000000000001
3	47	EA_negative	20	45.00000000000001
4	41	positive	1	16.5
4	41	positive	5	24.5
4	41	positive	10	32.0
4	41	positive	20	36.0
5	68	EA_positive	1	30.0
5	68	EA_positive	5	56.5
5	68	EA_positive	10	64.0
5	68	EA_positive	20	67.0
6	47	EA_negative	1	22.0
6	47	EA_negative	5	40.5
6	47	EA_negative	10	42.5
6	47	EA_negative	20	45.0
7	54	EA_positive	1	20.75
7	54	EA_positive	5	40.5
7	54	EA_positive	10	44.0
7	54	EA_positive	20	51.0
8	47	EA_negative	1	22.0
8	47	EA_negative	5	40.5
8	47	EA_negative	10	43.0
8	47	EA_negative	20	46.00000000000001
9	70	EA_positive	1	29.5
9	70	EA_positive	5	55.5
9	70	EA_positive	10	61.0
9	70	EA_positive	20	69.0
10	55	EA_positive	1	21.25
10	55	EA_positive	5	41.0
10	55	EA_positive	10	45.0
10	55	EA_positive	20	50.0
11	51	EA_positive	1	23.25
11	51	EA_positive	5	43.0
11	51	EA_positive	10	47.0
11	51	EA_positive	20	50.0
12	47	EA_negative	1	19.5
12	47	EA_negative	5	41.5
12	47	EA_negative	10	43.00000000000001
12	47	EA_negative	20	46.000000000000014
13	53	EA_positive	1	18.0
13	53	EA_positive	5	39.5
13	53	EA_positive	10	45.0
13	53	EA_positive	20	50.0
14	74	EA_positive	1	25.75
14	74	EA_positive	5	56.25
14	74	EA_positive	10	65.0
14	74	EA_positive	20	71.0
15	73	EA_positive	1	30.75
15	73	EA_positive	5	58.0
15	73	EA_positive	10	63.0
15	73	EA_positive	20	69.0
16	53	EA_positive	1	20.75
16	53	EA_positive	5	42.5
16	53	EA_positive	10	48.0
16	53	EA_positive	20	52.0
17	25	negative	1	6.805555555555555
17	25	negative	5	19.361111111111114
17	25	negative	10	22.555555555555557
17	25	negative	20	24.000000000000014
18	63	EA_positive	1	26.666666666666664
18	63	EA_positive	5	50.58333333333332
18	63	EA_positive	10	51.999999999999986
18	63	EA_positive	20	57.999999999999986
19	47	EA_negative	1	20.642857142857142
19	47	EA_negative	5	38.214285714285715
19	47	EA_negative	10	43.00000000000001
19	47	EA_negative	20	45.00000000000001
20	25	negative	1	8.75
20	25	negative	5	20.583333333333336
20	25	negative	10	23.000000000000004
20	25	negative	20	24.00000000000001
21	72	EA_positive	1	31.916666666666668
21	72	EA_positive	5	56.83333333333333
21	72	EA_positive	10	62.99999999999999
21	72	EA_positive	20	69.0
22	41	positive	1	18.5
22	41	positive	5	25.0
22	41	positive	10	32.0
22	41	positive	20	38.0
23	65	EA_positive	1	26.75
23	65	EA_positive	5	50.5
