k	top_acc_perc__casmi	top_acc_perc__csi
1	10.0	13.555555555555554
2	18.0	20.77777777777778
3	30.0	32.66666666666667
4	36.0	35.22222222222223
5	38.0	37.111111111111114
6	40.0	40.333333333333336
7	44.0	44.38888888888889
8	46.0	47.62626262626263
9	54.0	54.86363636363637
10	56.00000000000001	55.87878787878788
11	56.00000000000001	56.3939393939394
12	56.00000000000001	57.24242424242425
13	60.0	59.757575757575765
14	60.0	60.27272727272728
15	62.0	61.4878787878788
16	64.0	64.70303030303032
17	66.0	66.5848484848485
18	68.0	68.38333333333334
19	70.0	71.5
20	72.0	71.95
21	74.0	75.06666666666666
22	78.0	76.18333333333332
23	78.0	77.29999999999998
24	78.0	77.74999999999999
25	78.0	78.99999999999999
26	80.0	79.99999999999999
27	80.0	79.99999999999999
28	80.0	79.99999999999999
29	80.0	80.49999999999999
30	80.0	80.99999999999999
31	82.0	81.49999999999999
32	82.0	81.99999999999999
33	82.0	81.99999999999999
34	82.0	81.99999999999999
35	82.0	81.99999999999999
36	82.0	81.99999999999999
37	82.0	81.99999999999999
38	82.0	81.99999999999999
39	82.0	81.99999999999999
40	82.0	81.99999999999999
41	82.0	81.99999999999999
42	82.0	81.99999999999999
43	82.0	81.99999999999999
44	82.0	81.99999999999999
45	82.0	81.99999999999999
46	82.0	81.99999999999999
47	82.0	81.99999999999999
48	82.0	81.99999999999999
49	82.0	81.99999999999999
50	82.0	81.99999999999999
