k	top_acc_perc__casmi	top_acc_perc__csi
1	20.0	23.88888888888889
2	26.0	28.944444444444446
3	30.0	34.33333333333333
4	44.0	43.722222222222214
5	50.0	48.77777777777777
6	54.0	53.333333333333336
7	56.00000000000001	57.72222222222222
8	60.0	60.11111111111111
9	62.0	61.348484848484844
10	62.0	62.36363636363635
11	62.0	62.54545454545454
12	62.0	62.72727272727271
13	62.0	62.90909090909089
14	66.0	65.09090909090908
15	66.0	65.47272727272725
16	66.0	65.85454545454543
17	66.0	66.2363636363636
18	68.0	68.86818181818178
19	70.0	71.49999999999996
20	72.0	71.94999999999996
21	72.0	72.39999999999996
22	76.0	74.84999999999997
23	76.0	75.29999999999997
24	76.0	75.74999999999997
25	76.0	75.99999999999997
26	76.0	75.99999999999997
27	76.0	75.99999999999997
28	76.0	75.99999999999997
29	76.0	75.99999999999997
30	76.0	75.99999999999997
31	76.0	75.99999999999997
32	76.0	75.99999999999997
33	76.0	75.99999999999997
34	76.0	75.99999999999997
35	76.0	75.99999999999997
36	76.0	76.99999999999997
37	78.0	77.99999999999997
38	78.0	77.99999999999997
39	80.0	79.99999999999997
40	80.0	79.99999999999997
41	80.0	79.99999999999997
42	80.0	79.99999999999997
43	80.0	79.99999999999997
44	80.0	79.99999999999997
45	80.0	79.99999999999997
46	80.0	79.99999999999997
47	80.0	79.99999999999997
48	82.0	81.99999999999997
49	82.0	82.66666666666664
50	84.0	83.33333333333331
