k	top_acc_perc__casmi	top_acc_perc__csi
1	16.0	20.070707070707073
2	30.0	32.80808080808081
3	40.0	40.37878787878788
4	46.0	50.2828282828283
5	52.0	53.18686868686869
6	60.0	58.09090909090909
7	62.0	60.16161616161617
8	62.0	61.56565656565657
9	62.0	63.63636363636363
10	66.0	65.15151515151516
11	66.0	65.66666666666667
12	66.0	66.0
13	68.0	68.0
14	68.0	68.0
15	68.0	68.2
16	68.0	68.4
17	68.0	68.60000000000001
18	68.0	69.71666666666667
19	70.0	70.83333333333333
20	72.0	71.94999999999999
21	72.0	72.39999999999999
22	74.0	72.85
23	74.0	73.3
24	74.0	74.03571428571428
25	74.0	74.57142857142857
26	74.0	74.85714285714286
27	76.0	75.14285714285715
28	76.0	76.0952380952381
29	78.0	77.04761904761905
30	78.0	78.0
31	78.0	78.0
32	78.0	78.0
33	78.0	78.0
34	78.0	78.0
35	78.0	78.0
36	78.0	78.0
37	78.0	78.0
38	80.0	80.0
39	80.0	80.0
40	82.0	82.0
41	82.0	82.0
42	82.0	82.0
43	82.0	82.0
44	82.0	82.0
45	82.0	82.0
46	82.0	82.0
47	82.0	82.0
48	82.0	82.0
49	82.0	82.0
50	82.0	82.0
