k	top_acc_perc__casmi	top_acc_perc__csi
1	10.0	17.077936507936506
2	24.0	26.82253968253968
3	28.000000000000004	32.90047619047619
4	34.0	36.9784126984127
5	44.0	42.88968253968254
6	46.0	44.80095238095238
7	46.0	47.778888888888886
8	50.0	50.8711111111111
9	52.0	52.610769230769215
10	56.00000000000001	54.1059829059829
11	56.00000000000001	55.601196581196575
12	56.00000000000001	56.69641025641026
13	56.00000000000001	57.391623931623926
14	56.00000000000001	58.08683760683759
15	60.0	58.78205128205127
16	62.0	61.84393162393162
17	62.0	63.57247863247862
18	66.0	65.30102564102563
19	66.0	67.16846153846153
20	66.0	67.66923076923077
21	66.0	68.67
22	68.0	69.51692307692308
23	72.0	71.03051282051283
24	74.0	72.54410256410257
25	74.0	73.55769230769232
26	74.0	73.9046153846154
27	74.0	74.00153846153847
28	74.0	74.09846153846155
29	74.0	74.19538461538463
30	74.0	74.2923076923077
31	74.0	74.38923076923078
32	74.0	75.15282051282053
33	76.0	75.91641025641027
34	76.0	76.68000000000002
35	76.0	76.70000000000002
36	76.0	77.22000000000001
37	78.0	79.74000000000001
38	80.0	80.26
39	80.0	80.78
40	80.0	81.8
41	82.0	82.82
42	82.0	82.83999999999999
43	82.0	82.85999999999999
44	82.0	82.87999999999998
45	82.0	82.89999999999998
46	82.0	82.91999999999997
47	82.0	82.93999999999997
48	82.0	82.95999999999997
49	82.0	83.72358974358971
50	84.0	84.48717948717946
