k	top_acc_perc__casmi	top_acc_perc__csi
1	12.0	17.303333333333335
2	26.0	29.34
3	34.0	34.71
4	36.0	38.413333333333334
5	44.0	44.36025641025641
6	46.0	46.30717948717949
7	46.0	48.3874358974359
8	50.0	50.46769230769231
9	50.0	51.19538461538462
10	50.0	52.37307692307692
11	50.0	53.550769230769234
12	52.0	54.728461538461545
13	52.0	55.90615384615386
14	54.0	57.08384615384616
15	57.99999999999999	58.26153846153848
16	62.0	61.30589743589745
17	62.0	62.81692307692309
18	66.0	64.07794871794873
19	66.0	66.08897435897437
20	66.0	67.23333333333335
21	68.0	68.87769230769233
22	70.0	70.36820512820515
23	74.0	71.52538461538464
24	74.0	72.68256410256413
25	74.0	73.33974358974362
26	74.0	73.99692307692311
27	74.0	74.4041025641026
28	74.0	75.81128205128209
29	78.0	77.21846153846158
30	78.0	77.62564102564107
31	78.0	77.88923076923082
32	78.0	78.81948717948723
33	80.0	79.74974358974363
34	80.0	80.68000000000004
35	80.0	80.70000000000003
36	80.0	81.22000000000003
37	80.0	81.74000000000002
38	82.0	82.26000000000002
39	82.0	82.78000000000002
40	82.0	82.80000000000001
41	82.0	82.82000000000001
42	82.0	82.84
43	82.0	82.86
44	82.0	82.88
45	82.0	82.89999999999999
46	82.0	82.91999999999999
47	82.0	82.93999999999998
48	82.0	83.02896551724136
49	82.0	83.86152077807249
50	84.0	84.69407603890362
