C	inner_split	ndcg_ohc
1	0	0.6849496578831408
1	1	0.7019010691465629
1	2	0.7200413084142779
4	0	0.6879991391407018
4	1	0.707285043511821
4	2	0.7233574015459824
16	0	0.6861379894681104
16	1	0.7088356739741052
16	2	0.7252630184790189
32	0	0.6837374469290789
32	1	0.7046645794634275
32	2	0.7123052790263331
64	0	0.6825467497287793
64	1	0.6974807373304454
64	2	0.7053204703495528
