k	top_acc_perc__casmi	top_acc_perc__csi
1	8.0	15.638492063492063
2	22.0	29.343650793650795
3	32.0	36.048809523809524
4	38.0	41.08730158730159
5	50.0	47.45912698412698
6	52.0	51.764285714285705
7	52.0	54.269444444444446
8	54.0	56.48888888888889
9	60.0	58.612179487179496
10	62.0	60.51880341880342
11	62.0	62.425427350427356
12	64.0	63.598717948717955
13	64.0	64.77200854700855
14	66.0	65.94529914529915
15	70.0	67.11858974358974
16	72.0	70.658547008547
17	72.0	72.54017094017094
18	76.0	74.17179487179487
19	76.0	75.9423076923077
20	76.0	76.34615384615385
21	76.0	77.25000000000001
22	76.0	78.00000000000001
23	80.0	80.08333333333334
24	84.0	82.16666666666667
25	84.0	83.75
26	84.0	84.0
27	84.0	84.0
28	84.0	84.0
29	84.0	84.0
30	84.0	84.0
31	84.0	84.0
32	84.0	84.66666666666667
33	86.0	85.33333333333334
34	86.0	86.00000000000001
35	86.0	86.66666666666669
36	88.0	87.83333333333336
37	90.0	91.00000000000003
38	92.0	91.50000000000003
39	92.0	92.00000000000003
40	92.0	93.00000000000003
41	94.0	94.00000000000003
42	94.0	94.00000000000003
43	94.0	94.00000000000003
44	94.0	94.00000000000003
45	94.0	94.00000000000003
46	94.0	94.00000000000003
47	94.0	94.00000000000003
48	94.0	94.00000000000003
49	94.0	94.00000000000003
50	94.0	94.00000000000003
