C	inner_split	ndcg_ohc
1	0	0.7027571685212638
1	1	0.6859422016542521
1	2	0.7455115901532271
4	0	0.700789860818907
4	1	0.6879693064311704
4	2	0.7608145301029824
16	0	0.7090124944407633
16	1	0.692051443186838
16	2	0.761205897323302
32	0	0.7149503023778455
32	1	0.6932173074197701
32	2	0.7609707473589865
64	0	0.704594998047681
64	1	0.6819510285116508
64	2	0.7543195604063021
128	0	0.6759113003029917
128	1	0.6865138510407169
128	2	0.7176386143528162
256	0	0.6358817510309671
256	1	0.6573706770757823
256	2	0.7154385147539208
