C	inner_split	ndcg_ohc
1	0	0.684127660949935
1	1	0.7180972612657619
1	2	0.6946046985349055
4	0	0.6883491695053947
4	1	0.7159036082384223
4	2	0.6938154374308976
16	0	0.6963531749555832
16	1	0.7234939333119293
16	2	0.7002945211867112
32	0	0.6930513350902925
32	1	0.7242711280817685
32	2	0.6953463236722703
64	0	0.6734251694060502
64	1	0.7202351413567362
64	2	0.7063144967248509
128	0	0.6523662530858995
128	1	0.7054058806180997
128	2	0.6705423108380042
256	0	0.6280262155588344
256	1	0.6998438785492593
256	2	0.661927654100854
