C	inner_split	ndcg_ohc
1	0	0.6947952613052376
1	1	0.6691106764118527
1	2	0.7054484278960504
4	0	0.7015091278249911
4	1	0.6784883775538745
4	2	0.7129700763275354
16	0	0.6969017036139891
16	1	0.6772078022884473
16	2	0.7200605526711047
32	0	0.6964790011265384
32	1	0.6711954972877838
32	2	0.7159610426138645
64	0	0.6822435560181261
64	1	0.647495476497492
64	2	0.6918977532608964
128	0	0.6832429292906499
128	1	0.6295295933686008
128	2	0.6919954438514689
256	0	0.6300628897946356
256	1	0.6042268507924047
256	2	0.660778635261865
