C	inner_split	ndcg_ohc
1	0	0.6929461412202745
1	1	0.6757136306698815
1	2	0.7243783910670554
4	0	0.703498366012532
4	1	0.6718702762077428
4	2	0.732534210897965
16	0	0.7036013155233007
16	1	0.6723795483381471
16	2	0.7377604243175789
32	0	0.7067856212207795
32	1	0.6760920139337006
32	2	0.7337700849910285
64	0	0.7047201516374103
64	1	0.6613445188428936
64	2	0.7296672281358724
128	0	0.6821488349656271
128	1	0.6636937705146008
128	2	0.7111711422356274
256	0	0.659985747941843
256	1	0.6256303981056934
256	2	0.6918681896965478
