C	inner_split	ndcg_ohc
1	0	0.6920216865942712
1	1	0.6746918911057687
1	2	0.7215005868494461
4	0	0.7010694092795222
4	1	0.6739113692543641
4	2	0.7403293826279039
16	0	0.7021490285750935
16	1	0.6845799408922448
16	2	0.7391490752561076
32	0	0.7151007569346206
32	1	0.6822177755200283
32	2	0.7390459374430873
64	0	0.7035352947027763
64	1	0.6726284306186538
64	2	0.7393127080671691
128	0	0.6952165132464636
128	1	0.6790165072425138
128	2	0.7249593632476273
256	0	0.6813051532839866
256	1	0.650605960469963
256	2	0.7036353197707405
