C	inner_split	ndcg_ohc
1	0	0.6928824448882557
1	1	0.7449437266801961
1	2	0.7186883026593311
4	0	0.6894286309284875
4	1	0.7498010870608318
4	2	0.7134470503695394
16	0	0.6925391655569185
16	1	0.7605968139829139
16	2	0.7210595750096941
32	0	0.6796089992043267
32	1	0.7529479238073691
32	2	0.7231569940667487
64	0	0.684925620532542
64	1	0.7415822306612945
64	2	0.7060186917215441
128	0	0.680226607958485
128	1	0.7300185488418907
128	2	0.7075505436358512
256	0	0.6407458374672665
256	1	0.7151763082491555
256	2	0.6734225763872098
