k	top_acc_perc
1	14.000000000000002
2	30.0
3	38.0
4	48.0
5	56.00000000000001
6	56.00000000000001
7	56.00000000000001
8	57.99999999999999
9	57.99999999999999
10	60.0
11	62.0
12	62.0
13	62.0
14	64.0
15	64.0
16	64.0
17	66.0
18	66.0
19	68.0
20	70.0
21	70.0
22	70.0
23	72.0
24	74.0
25	74.0
26	74.0
27	74.0
28	74.0
29	74.0
30	74.0
31	74.0
32	74.0
33	74.0
34	74.0
35	76.0
36	80.0
37	80.0
38	80.0
39	80.0
40	80.0
41	80.0
42	80.0
43	80.0
44	80.0
45	80.0
46	82.0
47	82.0
48	82.0
49	82.0
50	82.0
