C	inner_split	ndcg_ohc
1	0	0.6764124388779374
1	1	0.668543444029568
1	2	0.7340055085498618
4	0	0.689157755342053
4	1	0.6701782194875789
4	2	0.7349600930567514
16	0	0.7018784068155643
16	1	0.6829574573792033
16	2	0.7406501534806912
32	0	0.7079746876470727
32	1	0.675873757160407
32	2	0.7443260463608928
64	0	0.7055300065238194
64	1	0.6704800295336991
64	2	0.7357909679751395
128	0	0.6528684884208492
128	1	0.6579505807766293
128	2	0.7220590823095235
256	0	0.6325717751951084
256	1	0.6206734229587383
256	2	0.7018127522835825
