C	inner_split	ndcg_ohc
1	0	0.6990651075406309
1	1	0.7178175790206054
1	2	0.7126538053678684
4	0	0.6993843098948113
4	1	0.7229886540190699
4	2	0.7144973398300337
16	0	0.7087692663249034
16	1	0.7261780788622957
16	2	0.715743964406114
32	0	0.7080853523868361
32	1	0.7189135441929769
32	2	0.71531163183887
64	0	0.7160096926737914
64	1	0.7153330305587583
64	2	0.712910953210478
128	0	0.7043147181327062
128	1	0.6911182993664727
128	2	0.6930213360045822
256	0	0.6798174957390333
256	1	0.6677598992689834
256	2	0.6838043994538114
