C	inner_split	ndcg_ohc
1	0	0.6861503822085964
1	1	0.6817637408970182
1	2	0.7266023361672772
4	0	0.6870079161389644
4	1	0.679766130996143
4	2	0.7295922100222656
16	0	0.6967957449871254
16	1	0.684279700253408
16	2	0.7260571127657762
32	0	0.6949079206525408
32	1	0.6804975691874235
32	2	0.7349432439514401
64	0	0.6867020437561454
64	1	0.68117041229513
64	2	0.7357072301441595
128	0	0.6760795755719526
128	1	0.6671714527974941
128	2	0.7124459743148077
256	0	0.6574140726530745
256	1	0.6319518807198835
256	2	0.6713872937501756
