C	inner_split	ndcg_ohc
1	0	0.7137620891048837
1	1	0.7368474384229434
1	2	0.7520163899783676
4	0	0.7210644260951938
4	1	0.7207612835912347
4	2	0.7587618919435286
16	0	0.7342965595691906
16	1	0.7181770859803354
16	2	0.7681936978168057
32	0	0.7363348686445674
32	1	0.7258131674803304
32	2	0.7630311529749838
64	0	0.7299817629525631
64	1	0.7036909547819129
64	2	0.7534394091159529
128	0	0.7244858770529417
128	1	0.6782881122392661
128	2	0.7332463258173687
256	0	0.6826988435995055
256	1	0.6695375960634107
256	2	0.7015391039929402
