C	inner_split	ndcg_ohc
1	0	0.7237614571305154
1	1	0.7175469648076005
1	2	0.7364431755336521
4	0	0.7345200033172936
4	1	0.7152186530005769
4	2	0.7475620124785525
16	0	0.7384854809589968
16	1	0.7176061742944273
16	2	0.7458198411442927
32	0	0.7431304958926266
32	1	0.7140749351617386
32	2	0.745036734954488
64	0	0.7387884528159856
64	1	0.6998466977929656
64	2	0.7468502531660068
128	0	0.7221483746607553
128	1	0.666649605725944
128	2	0.7171434491988397
256	0	0.6867768707112392
256	1	0.6619004392517311
256	2	0.6924934125051627
