C	inner_split	ndcg_ohc
1	0	0.6650226654249844
1	1	0.7127567595851517
1	2	0.7204274900845885
4	0	0.6619129866309303
4	1	0.7105122907395288
4	2	0.7272261376331949
16	0	0.6695440250455754
16	1	0.7113857713802193
16	2	0.7332496464791068
32	0	0.6634376561726465
32	1	0.7164144327222218
32	2	0.73314493592428
64	0	0.6492149531297992
64	1	0.6948574391253804
64	2	0.7132110647175549
128	0	0.6393449740745073
128	1	0.6772733654823588
128	2	0.6946473038321437
256	0	0.6159547960927023
256	1	0.65904799462167
256	2	0.6833102726045738
