C	inner_split	ndcg_ohc
1	0	0.7049014264721732
1	1	0.7312344861225107
1	2	0.7281088166862268
4	0	0.7124977271011972
4	1	0.7266145458184242
4	2	0.7304373526260854
16	0	0.7078773720883053
16	1	0.7225742757422814
16	2	0.7230452128529864
32	0	0.7140268207521954
32	1	0.7118128079331901
32	2	0.7169385365047228
64	0	0.7036271937197085
64	1	0.707073882869925
64	2	0.708607488791822
128	0	0.6925864496963547
128	1	0.696636404129483
128	2	0.6936770528949412
256	0	0.6855915557073793
256	1	0.6565929940118514
256	2	0.6587169893687275
