C	inner_split	ndcg_ohc
1	0	0.6663165092383946
1	1	0.7234049157285714
1	2	0.7220899458236989
4	0	0.6813587044596351
4	1	0.7238206381804173
4	2	0.7172938554332068
16	0	0.687686286409249
16	1	0.7147394432595641
16	2	0.7296348756378936
32	0	0.6932473915466654
32	1	0.7154390901758678
32	2	0.7224080571887807
64	0	0.6904201277896813
64	1	0.7007191082895133
64	2	0.7145651460007493
128	0	0.672628947187955
128	1	0.6743339817085777
128	2	0.7017018152571232
256	0	0.6622231592210064
256	1	0.6469918919627624
256	2	0.6851646539420916
