C	inner_split	ndcg_ohc
1	0	0.6907800979520521
1	1	0.6795518500041697
1	2	0.7206195739002226
4	0	0.6989057430922819
4	1	0.684967575502257
4	2	0.7185734480578394
16	0	0.6926711563092763
16	1	0.6799195870413872
16	2	0.722608054467426
32	0	0.6800089649394694
32	1	0.6692943113050299
32	2	0.7197209769276288
64	0	0.6745214057976723
64	1	0.6587943586431851
64	2	0.7164888558469031
128	0	0.6548084238286435
128	1	0.6492921626713414
128	2	0.7075996033073936
256	0	0.6313266752424154
256	1	0.6372889886307987
256	2	0.6878182564215838
