C	inner_split	ndcg_ohc
1	0	0.7036357431329162
1	1	0.6830596234078457
1	2	0.7001513893754514
4	0	0.7043858413959826
4	1	0.6853989755696096
4	2	0.7131815302739686
16	0	0.7146821745882956
16	1	0.6866717146948221
16	2	0.7126866081426984
32	0	0.701594391638272
32	1	0.6882139150719342
32	2	0.7173002258988612
64	0	0.6956743982111543
64	1	0.688633324109986
64	2	0.7059726226828649
128	0	0.685252830260044
128	1	0.6573519934787797
128	2	0.6897919645814522
256	0	0.6299009957108881
256	1	0.6599481463846457
256	2	0.6671205780504316
