k	top_acc_perc
1	12.0
2	22.0
3	28.000000000000004
4	38.0
5	42.0
6	48.0
7	50.0
8	57.99999999999999
9	60.0
10	60.0
11	62.0
12	62.0
13	62.0
14	64.0
15	66.0
16	68.0
17	70.0
18	70.0
19	70.0
20	70.0
21	72.0
22	72.0
23	72.0
24	72.0
25	72.0
26	72.0
27	72.0
28	74.0
29	74.0
30	74.0
31	74.0
32	74.0
33	76.0
34	76.0
35	76.0
36	78.0
37	78.0
38	78.0
39	80.0
40	80.0
41	82.0
42	82.0
43	82.0
44	82.0
45	84.0
46	86.0
47	86.0
48	86.0
49	86.0
50	86.0
