C	inner_split	ndcg_ohc
1	0	0.7238184104532925
1	1	0.7123064182138813
1	2	0.7326244319487835
4	0	0.7293270788611725
4	1	0.7147921007201645
4	2	0.7382486365949091
16	0	0.723376178648798
16	1	0.7076996822704011
16	2	0.7490414103026829
32	0	0.7195154177638203
32	1	0.6889017425017245
32	2	0.7401478675170631
64	0	0.7020423012331113
64	1	0.6655890435708818
64	2	0.7410827501163824
128	0	0.6869568688929557
128	1	0.6566442016765408
128	2	0.7288925375000171
256	0	0.6555711913449672
256	1	0.6311747162326599
256	2	0.6995700970368762
