C	inner_split	ndcg_ohc
1	0	0.6753522106927965
1	1	0.6984370798380899
1	2	0.7422680247873539
4	0	0.690414129654406
4	1	0.6980941986945596
4	2	0.7456375439391106
16	0	0.6935005419206021
16	1	0.7051048099608113
16	2	0.7433356568614624
32	0	0.6905089037717587
32	1	0.7086404043778425
32	2	0.73778742978086
64	0	0.6987103510514756
64	1	0.6925010769537759
64	2	0.726838239121325
128	0	0.6679135081091445
128	1	0.6916705041906057
128	2	0.7272757522174913
256	0	0.6397240169361388
256	1	0.6484749408407571
256	2	0.6639913880750736
