C	inner_split	ndcg_ohc
1	0	0.7088367596886082
1	1	0.7195872478613132
1	2	0.7210731181523181
4	0	0.708014553088425
4	1	0.7258189240418078
4	2	0.7265988317200812
16	0	0.7104624386230333
16	1	0.7269511309692033
16	2	0.7338896570707889
32	0	0.7095637583898285
32	1	0.7157215304781764
32	2	0.7338400285157796
64	0	0.7085811403393958
64	1	0.6993597891184067
64	2	0.7263035456533988
128	0	0.6826747652750219
128	1	0.6870585389918324
128	2	0.713026616270255
256	0	0.6491901487064322
256	1	0.6700946464564947
256	2	0.6929156172178115
