C	inner_split	ndcg_ohc
1	0	0.7158264597643121
1	1	0.6745969263871807
1	2	0.7161304597118483
4	0	0.7176897153810523
4	1	0.6693410674771731
4	2	0.7260229398553201
16	0	0.7141972550982738
16	1	0.6809832328795244
16	2	0.7235907425817201
32	0	0.7049690658718898
32	1	0.6733078837800331
32	2	0.7123611066120586
64	0	0.699755771288746
64	1	0.670636780368063
64	2	0.7104314255083661
128	0	0.689605280299956
128	1	0.6570041017597518
128	2	0.6928103879658501
256	0	0.6587820787543035
256	1	0.6171758506554254
256	2	0.6895541797062614
