C	inner_split	ndcg_ohc
1	0	0.7112340476756471
1	1	0.7368889357147812
1	2	0.7319265188972923
4	0	0.717832529324575
4	1	0.7310338033594633
4	2	0.7384574962977326
16	0	0.720308118446234
16	1	0.7331251047209382
16	2	0.7426017117767058
32	0	0.7176677230853786
32	1	0.7271065799868427
32	2	0.7374837055826879
64	0	0.6959943406657747
64	1	0.7104260007726559
64	2	0.7293335856807136
128	0	0.6863257919937699
128	1	0.686951084233574
128	2	0.7218301117493788
256	0	0.6636222362613289
256	1	0.6728259593706374
256	2	0.6837571063580222
