C	inner_split	ndcg_ohc
1	0	0.7184030474453119
1	1	0.7003534853831122
1	2	0.72000578506747
4	0	0.7207475214351048
4	1	0.7060437287430321
4	2	0.7181162742385538
16	0	0.7285126445867902
16	1	0.708697491860617
16	2	0.7276664168294567
32	0	0.7201530455351872
32	1	0.7054249828952573
32	2	0.7240631224223504
64	0	0.7202455283804801
64	1	0.6927560135543548
64	2	0.7159594013696914
128	0	0.7084011848313946
128	1	0.6759843960794901
128	2	0.6989153588641183
256	0	0.6738002185039318
256	1	0.630179219088622
256	2	0.6778620716546371
