C	inner_split	ndcg_ohc
1	0	0.7121277697653885
1	1	0.7334022323992915
1	2	0.7489672690598327
4	0	0.717357916205705
4	1	0.7328438329340845
4	2	0.7547194641284839
16	0	0.7163324323942671
16	1	0.7266531376505591
16	2	0.7515108405594173
32	0	0.7089905172335195
32	1	0.7188165495701719
32	2	0.7501035554166675
64	0	0.7034239946139234
64	1	0.7062287358774423
64	2	0.7381513890231851
128	0	0.6849784952375388
128	1	0.6900069294801652
128	2	0.7117827825527543
256	0	0.6451699679900736
256	1	0.6538306322484664
256	2	0.6825853572963306
