C	inner_split	ndcg_ohc
1	0	0.7244283498818184
1	1	0.702764165250472
1	2	0.7153152235621171
4	0	0.726828654468115
4	1	0.7107008784513303
4	2	0.7181638188788366
16	0	0.7298171515493087
16	1	0.7085369322659872
16	2	0.7150704521255151
32	0	0.7372890171176106
32	1	0.6995933880824671
32	2	0.7108002559104242
64	0	0.7241141340047369
64	1	0.6966973983927689
64	2	0.7076144239914265
128	0	0.7118134400401066
128	1	0.6822413945344682
128	2	0.6843743698785179
256	0	0.6678945448410929
256	1	0.641317198183151
256	2	0.6592589990214331
