C	inner_split	ndcg_ohc
1	0	0.6879974413542815
1	1	0.7032552340799109
1	2	0.7210982031945931
4	0	0.6889219647557129
4	1	0.7074191214725213
4	2	0.7221402561042976
16	0	0.6797785092557712
16	1	0.7107263581558108
16	2	0.7240854959718888
32	0	0.6851334999112515
32	1	0.7063571914171937
32	2	0.7147082977893985
64	0	0.6782565091746758
64	1	0.6859626723895661
64	2	0.6961383399391237
128	0	0.6762163850290324
128	1	0.6662256849754484
128	2	0.6876411733708956
256	0	0.6506828280798914
256	1	0.619620436880421
256	2	0.6685797574151295
