C	inner_split	ndcg_ohc
1	0	0.6795774620508761
1	1	0.7065738314279087
1	2	0.7271701439792937
4	0	0.6924999459275252
4	1	0.7030678023364924
4	2	0.7271786853987262
16	0	0.6844083977703546
16	1	0.6963679035937714
16	2	0.732889692385897
32	0	0.6835321389369008
32	1	0.6955616665979778
32	2	0.7211384077929173
64	0	0.6710018333925775
64	1	0.6937487132147543
64	2	0.7166091303653722
128	0	0.6579723197788675
128	1	0.663027355237522
128	2	0.7108560563317157
256	0	0.6506249171877024
256	1	0.6535581847481325
256	2	0.6820638942901649
