C	inner_split	ndcg_ohc
1	0	0.6885257143791232
1	1	0.7375330341465434
1	2	0.7471448283441656
4	0	0.6860898348450123
4	1	0.7428393960811046
4	2	0.7499804257633156
16	0	0.6875654185568291
16	1	0.7365274080505998
16	2	0.7435707176165334
32	0	0.6853757880969333
32	1	0.7280966326498681
32	2	0.7443002983852139
64	0	0.6686905819515556
64	1	0.7230937058119212
64	2	0.7399820552377648
128	0	0.6529119731941914
128	1	0.7097989413698106
128	2	0.7204889729523022
256	0	0.6326754985370858
256	1	0.690499963114269
256	2	0.7087707003232345
