C	inner_split	ndcg_ohc
1	0	0.7264386749774975
1	1	0.6644867709635773
1	2	0.7068210346986477
4	0	0.7370288911699305
4	1	0.6687448818736981
4	2	0.7082114515289869
16	0	0.7323632041207933
16	1	0.6748082525530588
16	2	0.7099445553393722
32	0	0.7119403938143495
32	1	0.6718602754550387
32	2	0.7085770985760419
64	0	0.7124574693769742
64	1	0.6430816881449796
64	2	0.7111127369318047
128	0	0.7006394265915147
128	1	0.6395463893940337
128	2	0.6938504500703478
256	0	0.6669234804036757
256	1	0.6168462784926242
256	2	0.6620997004310609
