C	inner_split	ndcg_ohc
1	0	0.7372425033302505
1	1	0.694135192491345
1	2	0.7094367030216492
4	0	0.7424597560424999
4	1	0.6875570108487826
4	2	0.7152872986150969
16	0	0.7492358349974402
16	1	0.6833610831958974
16	2	0.7217151712559221
32	0	0.7456374484677388
32	1	0.6760522175855297
32	2	0.7129732496598253
64	0	0.7288308386717031
64	1	0.6672183965775473
64	2	0.706054465433992
128	0	0.7005694092714734
128	1	0.661258181613813
128	2	0.6929994324376392
256	0	0.6762105864075605
256	1	0.6362135794807011
256	2	0.6536581895108987
