C	inner_split	ndcg_ohc
1	0	0.7125705125314685
1	1	0.6885991009636181
1	2	0.7253125529918694
4	0	0.7147476216372941
4	1	0.6905568586793546
4	2	0.7264923695151803
16	0	0.7176056266891625
16	1	0.688368023164168
16	2	0.7351379632428181
32	0	0.7151784909428511
32	1	0.680506078430957
32	2	0.7215372614567697
64	0	0.7096259971148899
64	1	0.6735402235040238
64	2	0.7069468636206462
128	0	0.6810968847225342
128	1	0.6479412973990066
128	2	0.6961278719975554
256	0	0.6538578621033576
256	1	0.6192689951664763
256	2	0.6384935271632051
