C	inner_split	ndcg_ohc
1	0	0.7309802620650245
1	1	0.7055686624877506
1	2	0.7492971910941812
4	0	0.7340943208545868
4	1	0.7009993203764926
4	2	0.7475027361931926
16	0	0.7393742967077201
16	1	0.7016774938223582
16	2	0.7450027705934456
32	0	0.7348891038907626
32	1	0.6914456984609061
32	2	0.7334558592909696
64	0	0.7033252506628496
64	1	0.6643388357726124
64	2	0.7253885330726698
128	0	0.7007917188291612
128	1	0.6543454884602642
128	2	0.7243368387070112
256	0	0.6496563907914807
256	1	0.6223026303254229
256	2	0.7000729993115528
