C	inner_split	ndcg_ohc
1	0	0.7129851636440941
1	1	0.6926868026780721
1	2	0.7207525822809261
4	0	0.7147710544538574
4	1	0.7021332158918159
4	2	0.723853519771461
16	0	0.7157745043376906
16	1	0.7037424177097166
16	2	0.7200558894358617
32	0	0.7091854286329607
32	1	0.6962692560049315
32	2	0.730064807734593
64	0	0.7005992892183468
64	1	0.6889720398887339
64	2	0.7044452539448064
128	0	0.6791988365329341
128	1	0.6564687546601086
128	2	0.7051356207618291
256	0	0.6774584025703869
256	1	0.6159151771379081
256	2	0.6744555058893655
