k	top_acc_perc
1	18.0
2	30.0
3	36.0
4	40.0
5	46.0
6	48.0
7	52.0
8	52.0
9	57.99999999999999
10	62.0
11	64.0
12	64.0
13	64.0
14	66.0
15	66.0
16	66.0
17	66.0
18	68.0
19	68.0
20	68.0
21	68.0
22	68.0
23	68.0
24	68.0
25	70.0
26	70.0
27	72.0
28	72.0
29	74.0
30	74.0
31	74.0
32	74.0
33	74.0
34	74.0
35	74.0
36	76.0
37	76.0
38	76.0
39	76.0
40	76.0
41	76.0
42	76.0
43	76.0
44	76.0
45	80.0
46	80.0
47	80.0
48	80.0
49	80.0
50	82.0
