C	inner_split	ndcg_ohc
1	0	0.6788196707944633
1	1	0.7565182282228601
1	2	0.7076127860753841
4	0	0.6935971705905183
4	1	0.7514620510896682
4	2	0.7152704787156791
16	0	0.6921626238576023
16	1	0.7511697507018269
16	2	0.7260255725555859
32	0	0.6878839544351886
32	1	0.7571123239080283
32	2	0.7204263096371483
64	0	0.6715217275325663
64	1	0.7259407866641846
64	2	0.733932489485211
128	0	0.6525607302581905
128	1	0.693301664088901
128	2	0.7149186449296215
256	0	0.6227874633661947
256	1	0.691001302579235
256	2	0.6819704314913992
