C	inner_split	ndcg_ohc
1	0	0.713435574531334
1	1	0.7394539005903616
1	2	0.713041580730418
4	0	0.717018538993736
4	1	0.7380651013395614
4	2	0.7161206905512664
16	0	0.7234286544497492
16	1	0.7346315789616596
16	2	0.7235029979191064
32	0	0.7180608978037305
32	1	0.7294669049564922
32	2	0.7185751519890279
64	0	0.7076843666237633
64	1	0.7097432908922161
64	2	0.715899234764889
128	0	0.6935612631102032
128	1	0.7050106283673238
128	2	0.698982035677694
256	0	0.6726911530697597
256	1	0.6672562753681951
256	2	0.681422828885364
