C	inner_split	ndcg_ohc
1	0	0.69638789759376
1	1	0.6929883095637772
1	2	0.7267680887886582
4	0	0.7004793101568032
4	1	0.691227705666246
4	2	0.72443675081409
16	0	0.7090233137003102
16	1	0.6916733068056439
16	2	0.7359517771648045
32	0	0.7093100032697507
32	1	0.6958207481555607
32	2	0.7275204700915806
64	0	0.6830119608073468
64	1	0.6798610983300201
64	2	0.7207023990690986
128	0	0.657788199574518
128	1	0.6590698149355215
128	2	0.7066499985315886
256	0	0.6545603067073362
256	1	0.628421217913502
256	2	0.6957047384636887
