k	top_acc_perc
1	18.0
2	30.0
3	38.0
4	44.0
5	52.0
6	52.0
7	54.0
8	57.99999999999999
9	64.0
10	66.0
11	68.0
12	68.0
13	68.0
14	68.0
15	72.0
16	72.0
17	72.0
18	72.0
19	76.0
20	78.0
21	78.0
22	78.0
23	78.0
24	78.0
25	78.0
26	82.0
27	82.0
28	82.0
29	84.0
30	86.0
31	86.0
32	86.0
33	86.0
34	86.0
35	86.0
36	86.0
37	86.0
38	86.0
39	88.0
40	90.0
41	90.0
42	90.0
43	90.0
44	90.0
45	90.0
46	90.0
47	90.0
48	90.0
49	92.0
50	92.0
