sample_id	sequence_length	dataset	k	n_top_k	n_trees
6	47	EA_negative	1	24.0	12
6	47	EA_negative	5	40.5	12
6	47	EA_negative	10	44.0	12
6	47	EA_negative	20	46.00000000000001	12
6	47	EA_negative	1	24.0	13
6	47	EA_negative	5	40.5	13
6	47	EA_negative	10	44.0	13
6	47	EA_negative	20	46.00000000000001	13
6	47	EA_negative	1	24.0	14
6	47	EA_negative	5	40.5	14
6	47	EA_negative	10	44.0	14
6	47	EA_negative	20	45.66666666666667	14
6	47	EA_negative	1	25.0	15
6	47	EA_negative	5	40.5	15
6	47	EA_negative	10	44.0	15
6	47	EA_negative	20	45.0	15
6	47	EA_negative	1	25.0	16
6	47	EA_negative	5	40.5	16
6	47	EA_negative	10	44.0	16
6	47	EA_negative	20	45.0	16
6	47	EA_negative	1	26.0	17
6	47	EA_negative	5	40.5	17
6	47	EA_negative	10	44.0	17
6	47	EA_negative	20	45.0	17
6	47	EA_negative	1	25.0	18
6	47	EA_negative	5	40.5	18
6	47	EA_negative	10	44.0	18
6	47	EA_negative	20	46.00000000000001	18
6	47	EA_negative	1	25.0	19
6	47	EA_negative	5	40.5	19
6	47	EA_negative	10	44.0	19
6	47	EA_negative	20	45.0	19
6	47	EA_negative	1	24.0	20
6	47	EA_negative	5	40.5	20
6	47	EA_negative	10	44.0	20
6	47	EA_negative	20	45.0	20
6	47	EA_negative	1	24.0	21
6	47	EA_negative	5	40.5	21
6	47	EA_negative	10	44.0	21
6	47	EA_negative	20	45.0	21
6	47	EA_negative	1	25.0	22
6	47	EA_negative	5	39.5	22
6	47	EA_negative	10	44.0	22
6	47	EA_negative	20	45.0	22
6	47	EA_negative	1	26.0	23
6	47	EA_negative	5	40.5	23
6	47	EA_negative	10	44.0	23
6	47	EA_negative	20	45.0	23
6	47	EA_negative	1	25.0	24
6	47	EA_negative	5	39.5	24
6	47	EA_negative	10	44.0	24
6	47	EA_negative	20	45.0	24
6	47	EA_negative	1	25.0	25
6	47	EA_negative	5	39.5	25
6	47	EA_negative	10	44.0	25
6	47	EA_negative	20	45.0	25
6	47	EA_negative	1	25.0	26
6	47	EA_negative	5	40.5	26
6	47	EA_negative	10	44.0	26
6	47	EA_negative	20	45.0	26
6	47	EA_negative	1	25.0	27
6	47	EA_negative	5	39.5	27
6	47	EA_negative	10	44.0	27
6	47	EA_negative	20	45.0	27
6	47	EA_negative	1	25.0	28
6	47	EA_negative	5	40.5	28
6	47	EA_negative	10	44.0	28
6	47	EA_negative	20	45.0	28
6	47	EA_negative	1	25.0	29
6	47	EA_negative	5	40.5	29
6	47	EA_negative	10	44.0	29
6	47	EA_negative	20	45.0	29
6	47	EA_negative	1	25.0	30
6	47	EA_negative	5	40.5	30
6	47	EA_negative	10	44.0	30
6	47	EA_negative	20	45.0	30
6	47	EA_negative	1	25.0	31
6	47	EA_negative	5	40.5	31
6	47	EA_negative	10	44.0	31
6	47	EA_negative	20	45.0	31
6	47	EA_negative	1	25.0	32
6	47	EA_negative	5	40.5	32
6	47	EA_negative	10	44.0	32
6	47	EA_negative	20	45.0	32
7	54	EA_positive	1	19.75	1
7	54	EA_positive	5	40.5	1
7	54	EA_positive	10	46.0	1
7	54	EA_positive	20	52.0	1
7	54	EA_positive	1	20.75	2
7	54	EA_positive	5	42.5	2
7	54	EA_positive	10	45.0	2
7	54	EA_positive	20	49.0	2
7	54	EA_positive	1	21.75	3
7	54	EA_positive	5	39.5	3
7	54	EA_positive	10	46.0	3
7	54	EA_positive	20	50.0	3
7	54	EA_positive	1	20.75	4
7	54	EA_positive	5	39.5	4
7	54	EA_positive	10	47.0	4
7	54	EA_positive	20	50.0	4
7	54	EA_positive	1	20.75	5
7	54	EA_positive	5	41.5	5
7	54	EA_positive	10	46.0	5
7	54	EA_positive	20	49.0	5
7	54	EA_positive	1	20.75	6
7	54	EA_positive	5	40.5	6
7	54	EA_positive	10	47.0	6
7	54	EA_positive	20	50.0	6
7	54	EA_positive	1	21.75	7
7	54	EA_positive	5	41.5	7
7	54	EA_positive	10	47.0	7
7	54	EA_positive	20	51.0	7
7	54	EA_positive	1	20.75	8
7	54	EA_positive	5	42.5	8
7	54	EA_positive	10	47.0	8
7	54	EA_positive	20	50.0	8
7	54	EA_positive	1	20.75	9
7	54	EA_positive	5	42.5	9
7	54	EA_positive	10	47.0	9
7	54	EA_positive	20	51.0	9
7	54	EA_positive	1	20.75	10
7	54	EA_positive	5	42.5	10
7	54	EA_positive	10	47.0	10
7	54	EA_positive	20	51.0	10
7	54	EA_positive	1	20.75	11
7	54	EA_positive	5	42.5	11
7	54	EA_positive	10	47.0	11
7	54	EA_positive	20	51.0	11
7	54	EA_positive	1	20.75	12
7	54	EA_positive	5	40.5	12
7	54	EA_positive	10	47.0	12
7	54	EA_positive	20	51.0	12
7	54	EA_positive	1	21.75	13
7	54	EA_positive	5	41.5	13
7	54	EA_positive	10	47.0	13
7	54	EA_positive	20	51.0	13
7	54	EA_positive	1	22.75	14
7	54	EA_positive	5	43.5	14
7	54	EA_positive	10	47.0	14
7	54	EA_positive	20	51.0	14
7	54	EA_positive	1	22.75	15
7	54	EA_positive	5	43.5	15
7	54	EA_positive	10	47.0	15
7	54	EA_positive	20	50.0	15
7	54	EA_positive	1	22.75	16
7	54	EA_positive	5	41.5	16
7	54	EA_positive	10	47.0	16
7	54	EA_positive	20	50.0	16
7	54	EA_positive	1	22.75	17
7	54	EA_positive	5	42.5	17
7	54	EA_positive	10	47.0	17
7	54	EA_positive	20	50.0	17
7	54	EA_positive	1	22.75	18
7	54	EA_positive	5	42.5	18
7	54	EA_positive	10	47.0	18
7	54	EA_positive	20	51.0	18
7	54	EA_positive	1	22.75	19
7	54	EA_positive	5	42.5	19
7	54	EA_positive	10	47.0	19
7	54	EA_positive	20	51.0	19
7	54	EA_positive	1	22.75	20
7	54	EA_positive	5	42.5	20
7	54	EA_positive	10	47.0	20
7	54	EA_positive	20	51.0	20
7	54	EA_positive	1	22.75	21
7	54	EA_positive	5	42.5	21
7	54	EA_positive	10	47.0	21
7	54	EA_positive	20	51.0	21
7	54	EA_positive	1	22.75	22
7	54	EA_positive	5	42.5	22
7	54	EA_positive	10	47.0	22
7	54	EA_positive	20	51.0	22
7	54	EA_positive	1	22.75	23
7	54	EA_positive	5	41.5	23
7	54	EA_positive	10	47.0	23
7	54	EA_positive	20	51.0	23
7	54	EA_positive	1	22.75	24
7	54	EA_positive	5	41.5	24
7	54	EA_positive	10	47.0	24
7	54	EA_positive	20	50.0	24
7	54	EA_positive	1	21.75	25
7	54	EA_positive	5	41.5	25
7	54	EA_positive	10	46.0	25
7	54	EA_positive	20	50.0	25
7	54	EA_positive	1	21.75	26
7	54	EA_positive	5	41.5	26
7	54	EA_positive	10	46.0	26
7	54	EA_positive	20	50.0	26
7	54	EA_positive	1	21.75	27
7	54	EA_positive	5	41.5	27
7	54	EA_positive	10	46.0	27
7	54	EA_positive	20	50.0	27
7	54	EA_positive	1	22.75	28
7	54	EA_positive	5	42.5	28
7	54	EA_positive	10	47.0	28
7	54	EA_positive	20	50.0	28
7	54	EA_positive	1	21.75	29
7	54	EA_positive	5	42.5	29
7	54	EA_positive	10	47.0	29
7	54	EA_positive	20	51.0	29
7	54	EA_positive	1	21.75	30
7	54	EA_positive	5	42.5	30
7	54	EA_positive	10	47.0	30
7	54	EA_positive	20	51.0	30
7	54	EA_positive	1	21.75	31
7	54	EA_positive	5	42.5	31
7	54	EA_positive	10	47.0	31
7	54	EA_positive	20	51.0	31
7	54	EA_positive	1	21.75	32
7	54	EA_positive	5	42.5	32
7	54	EA_positive	10	47.0	32
7	54	EA_positive	20	50.0	32
8	47	EA_negative	1	25.5	1
8	47	EA_negative	5	40.5	1
8	47	EA_negative	10	43.0	1
8	47	EA_negative	20	46.00000000000001	1
8	47	EA_negative	1	26.0	2
8	47	EA_negative	5	39.5	2
8	47	EA_negative	10	43.0	2
8	47	EA_negative	20	46.00000000000001	2
8	47	EA_negative	1	25.0	3
8	47	EA_negative	5	39.5	3
8	47	EA_negative	10	44.0	3
8	47	EA_negative	20	46.00000000000001	3
8	47	EA_negative	1	25.0	4
8	47	EA_negative	5	39.5	4
8	47	EA_negative	10	44.0	4
8	47	EA_negative	20	45.0	4
8	47	EA_negative	1	25.0	5
8	47	EA_negative	5	40.5	5
8	47	EA_negative	10	44.0	5
8	47	EA_negative	20	45.0	5
8	47	EA_negative	1	25.0	6
8	47	EA_negative	5	39.5	6
8	47	EA_negative	10	44.0	6
8	47	EA_negative	20	45.0	6
8	47	EA_negative	1	25.0	7
8	47	EA_negative	5	40.5	7
8	47	EA_negative	10	44.0	7
8	47	EA_negative	20	45.0	7
8	47	EA_negative	1	25.0	8
8	47	EA_negative	5	40.5	8
8	47	EA_negative	10	44.0	8
8	47	EA_negative	20	45.0	8
8	47	EA_negative	1	24.0	9
8	47	EA_negative	5	40.5	9
8	47	EA_negative	10	44.0	9
8	47	EA_negative	20	45.0	9
8	47	EA_negative	1	25.0	10
8	47	EA_negative	5	40.5	10
8	47	EA_negative	10	44.0	10
8	47	EA_negative	20	45.0	10
8	47	EA_negative	1	25.0	11
8	47	EA_negative	5	40.5	11
8	47	EA_negative	10	44.0	11
8	47	EA_negative	20	45.0	11
8	47	EA_negative	1	25.0	12
8	47	EA_negative	5	40.5	12
8	47	EA_negative	10	44.0	12
8	47	EA_negative	20	45.0	12
8	47	EA_negative	1	25.0	13
8	47	EA_negative	5	40.5	13
8	47	EA_negative	10	44.0	13
8	47	EA_negative	20	45.0	13
8	47	EA_negative	1	25.0	14
8	47	EA_negative	5	40.5	14
8	47	EA_negative	10	44.0	14
8	47	EA_negative	20	45.0	14
8	47	EA_negative	1	25.0	15
8	47	EA_negative	5	39.5	15
8	47	EA_negative	10	44.0	15
8	47	EA_negative	20	45.0	15
8	47	EA_negative	1	25.0	16
8	47	EA_negative	5	39.5	16
8	47	EA_negative	10	44.0	16
8	47	EA_negative	20	45.0	16
8	47	EA_negative	1	25.0	17
8	47	EA_negative	5	39.5	17
8	47	EA_negative	10	44.0	17
8	47	EA_negative	20	45.0	17
8	47	EA_negative	1	25.0	18
8	47	EA_negative	5	39.5	18
8	47	EA_negative	10	44.0	18
8	47	EA_negative	20	45.0	18
8	47	EA_negative	1	25.0	19
8	47	EA_negative	5	39.5	19
8	47	EA_negative	10	44.0	19
8	47	EA_negative	20	45.0	19
8	47	EA_negative	1	25.0	20
8	47	EA_negative	5	39.5	20
8	47	EA_negative	10	44.0	20
8	47	EA_negative	20	45.0	20
8	47	EA_negative	1	25.0	21
8	47	EA_negative	5	40.5	21
8	47	EA_negative	10	44.0	21
8	47	EA_negative	20	45.0	21
8	47	EA_negative	1	25.0	22
8	47	EA_negative	5	40.5	22
8	47	EA_negative	10	44.0	22
8	47	EA_negative	20	45.0	22
8	47	EA_negative	1	26.0	23
8	47	EA_negative	5	39.5	23
8	47	EA_negative	10	44.0	23
8	47	EA_negative	20	45.0	23
8	47	EA_negative	1	26.0	24
8	47	EA_negative	5	39.5	24
8	47	EA_negative	10	44.0	24
8	47	EA_negative	20	45.0	24
8	47	EA_negative	1	25.0	25
8	47	EA_negative	5	40.5	25
8	47	EA_negative	10	44.0	25
8	47	EA_negative	20	45.0	25
8	47	EA_negative	1	25.0	26
8	47	EA_negative	5	40.5	26
8	47	EA_negative	10	44.0	26
8	47	EA_negative	20	45.0	26
8	47	EA_negative	1	25.0	27
8	47	EA_negative	5	40.5	27
8	47	EA_negative	10	44.0	27
8	47	EA_negative	20	45.0	27
8	47	EA_negative	1	26.0	28
8	47	EA_negative	5	40.5	28
8	47	EA_negative	10	44.0	28
8	47	EA_negative	20	45.0	28
8	47	EA_negative	1	25.0	29
8	47	EA_negative	5	40.5	29
8	47	EA_negative	10	44.0	29
8	47	EA_negative	20	45.0	29
8	47	EA_negative	1	26.0	30
8	47	EA_negative	5	40.5	30
8	47	EA_negative	10	44.0	30
8	47	EA_negative	20	45.0	30
8	47	EA_negative	1	25.0	31
8	47	EA_negative	5	40.5	31
8	47	EA_negative	10	44.0	31
8	47	EA_negative	20	45.0	31
8	47	EA_negative	1	25.0	32
8	47	EA_negative	5	40.5	32
8	47	EA_negative	10	44.0	32
8	47	EA_negative	20	45.0	32
9	70	EA_positive	1	29.5	1
9	70	EA_positive	5	53.5	1
9	70	EA_positive	10	61.0	1
9	70	EA_positive	20	67.0	1
9	70	EA_positive	1	32.5	2
9	70	EA_positive	5	56.5	2
9	70	EA_positive	10	63.0	2
9	70	EA_positive	20	68.0	2
9	70	EA_positive	1	33.5	3
9	70	EA_positive	5	57.5	3
9	70	EA_positive	10	63.0	3
9	70	EA_positive	20	67.0	3
9	70	EA_positive	1	32.5	4
9	70	EA_positive	5	57.5	4
9	70	EA_positive	10	65.0	4
9	70	EA_positive	20	68.0	4
9	70	EA_positive	1	31.5	5
9	70	EA_positive	5	58.5	5
9	70	EA_positive	10	64.0	5
9	70	EA_positive	20	68.0	5
9	70	EA_positive	1	31.5	6
9	70	EA_positive	5	58.5	6
9	70	EA_positive	10	64.0	6
9	70	EA_positive	20	68.0	6
9	70	EA_positive	1	30.5	7
9	70	EA_positive	5	56.5	7
9	70	EA_positive	10	63.0	7
9	70	EA_positive	20	68.0	7
9	70	EA_positive	1	30.5	8
9	70	EA_positive	5	56.5	8
9	70	EA_positive	10	63.0	8
9	70	EA_positive	20	68.0	8
9	70	EA_positive	1	30.5	9
9	70	EA_positive	5	56.5	9
9	70	EA_positive	10	64.0	9
9	70	EA_positive	20	68.0	9
9	70	EA_positive	1	29.5	10
9	70	EA_positive	5	56.5	10
9	70	EA_positive	10	64.0	10
9	70	EA_positive	20	68.0	10
9	70	EA_positive	1	30.5	11
9	70	EA_positive	5	57.5	11
9	70	EA_positive	10	64.0	11
9	70	EA_positive	20	68.0	11
9	70	EA_positive	1	31.5	12
9	70	EA_positive	5	56.5	12
9	70	EA_positive	10	63.0	12
9	70	EA_positive	20	68.0	12
9	70	EA_positive	1	32.5	13
9	70	EA_positive	5	56.5	13
9	70	EA_positive	10	63.0	13
9	70	EA_positive	20	68.0	13
9	70	EA_positive	1	31.5	14
9	70	EA_positive	5	57.5	14
9	70	EA_positive	10	63.0	14
9	70	EA_positive	20	68.0	14
9	70	EA_positive	1	31.5	15
9	70	EA_positive	5	57.5	15
9	70	EA_positive	10	63.0	15
9	70	EA_positive	20	68.0	15
9	70	EA_positive	1	29.5	16
9	70	EA_positive	5	56.5	16
9	70	EA_positive	10	63.0	16
9	70	EA_positive	20	68.0	16
9	70	EA_positive	1	30.5	17
9	70	EA_positive	5	56.5	17
9	70	EA_positive	10	63.0	17
9	70	EA_positive	20	68.0	17
9	70	EA_positive	1	29.5	18
9	70	EA_positive	5	56.5	18
9	70	EA_positive	10	63.0	18
9	70	EA_positive	20	68.0	18
9	70	EA_positive	1	29.5	19
9	70	EA_positive	5	56.5	19
9	70	EA_positive	10	63.0	19
9	70	EA_positive	20	68.0	19
9	70	EA_positive	1	29.5	20
9	70	EA_positive	5	56.5	20
9	70	EA_positive	10	63.0	20
9	70	EA_positive	20	68.0	20
9	70	EA_positive	1	29.5	21
9	70	EA_positive	5	56.5	21
9	70	EA_positive	10	63.0	21
9	70	EA_positive	20	68.0	21
9	70	EA_positive	1	29.5	22
9	70	EA_positive	5	56.5	22
9	70	EA_positive	10	63.0	22
9	70	EA_positive	20	68.0	22
9	70	EA_positive	1	29.5	23
9	70	EA_positive	5	56.5	23
9	70	EA_positive	10	63.0	23
9	70	EA_positive	20	68.0	23
9	70	EA_positive	1	29.5	24
9	70	EA_positive	5	56.5	24
9	70	EA_positive	10	63.0	24
9	70	EA_positive	20	68.0	24
9	70	EA_positive	1	29.5	25
9	70	EA_positive	5	56.5	25
9	70	EA_positive	10	63.0	25
9	70	EA_positive	20	68.0	25
9	70	EA_positive	1	29.5	26
9	70	EA_positive	5	56.5	26
9	70	EA_positive	10	63.0	26
9	70	EA_positive	20	68.0	26
9	70	EA_positive	1	30.5	27
9	70	EA_positive	5	56.5	27
9	70	EA_positive	10	63.0	27
9	70	EA_positive	20	68.0	27
9	70	EA_positive	1	30.5	28
9	70	EA_positive	5	56.5	28
9	70	EA_positive	10	63.0	28
9	70	EA_positive	20	68.0	28
9	70	EA_positive	1	30.5	29
9	70	EA_positive	5	56.5	29
9	70	EA_positive	10	63.0	29
9	70	EA_positive	20	68.0	29
9	70	EA_positive	1	30.5	30
9	70	EA_positive	5	56.5	30
9	70	EA_positive	10	63.0	30
9	70	EA_positive	20	68.0	30
9	70	EA_positive	1	30.5	31
9	70	EA_positive	5	56.5	31
9	70	EA_positive	10	63.0	31
9	70	EA_positive	20	68.0	31
9	70	EA_positive	1	30.5	32
9	70	EA_positive	5	56.5	32
9	70	EA_positive	10	63.0	32
9	70	EA_positive	20	68.0	32
10	55	EA_positive	1	22.25	1
10	55	EA_positive	5	42.0	1
10	55	EA_positive	10	45.0	1
10	55	EA_positive	20	51.0	1
10	55	EA_positive	1	23.25	2
10	55	EA_positive	5	42.0	2
10	55	EA_positive	10	48.0	2
10	55	EA_positive	20	49.0	2
10	55	EA_positive	1	25.25	3
10	55	EA_positive	5	41.0	3
10	55	EA_positive	10	47.0	3
10	55	EA_positive	20	49.0	3
10	55	EA_positive	1	26.25	4
10	55	EA_positive	5	41.0	4
10	55	EA_positive	10	47.0	4
10	55	EA_positive	20	49.0	4
10	55	EA_positive	1	25.25	5
10	55	EA_positive	5	41.0	5
10	55	EA_positive	10	47.0	5
10	55	EA_positive	20	50.0	5
10	55	EA_positive	1	25.25	6
10	55	EA_positive	5	42.0	6
10	55	EA_positive	10	47.0	6
10	55	EA_positive	20	50.0	6
10	55	EA_positive	1	25.25	7
10	55	EA_positive	5	41.0	7
10	55	EA_positive	10	47.0	7
10	55	EA_positive	20	50.0	7
10	55	EA_positive	1	26.25	8
10	55	EA_positive	5	41.0	8
10	55	EA_positive	10	47.0	8
10	55	EA_positive	20	50.0	8
10	55	EA_positive	1	26.25	9
10	55	EA_positive	5	42.0	9
10	55	EA_positive	10	47.0	9
10	55	EA_positive	20	51.0	9
10	55	EA_positive	1	26.25	10
10	55	EA_positive	5	42.0	10
10	55	EA_positive	10	47.0	10
10	55	EA_positive	20	51.0	10
10	55	EA_positive	1	26.25	11
10	55	EA_positive	5	42.0	11
10	55	EA_positive	10	47.0	11
10	55	EA_positive	20	51.0	11
10	55	EA_positive	1	26.25	12
10	55	EA_positive	5	42.0	12
10	55	EA_positive	10	47.0	12
10	55	EA_positive	20	50.0	12
10	55	EA_positive	1	26.25	13
10	55	EA_positive	5	42.0	13
10	55	EA_positive	10	47.0	13
10	55	EA_positive	20	50.0	13
10	55	EA_positive	1	26.25	14
10	55	EA_positive	5	42.0	14
10	55	EA_positive	10	47.0	14
10	55	EA_positive	20	50.0	14
10	55	EA_positive	1	26.25	15
10	55	EA_positive	5	41.0	15
10	55	EA_positive	10	47.0	15
10	55	EA_positive	20	50.0	15
10	55	EA_positive	1	26.25	16
10	55	EA_positive	5	41.0	16
10	55	EA_positive	10	47.0	16
10	55	EA_positive	20	51.0	16
10	55	EA_positive	1	26.25	17
10	55	EA_positive	5	41.0	17
10	55	EA_positive	10	47.0	17
10	55	EA_positive	20	50.0	17
10	55	EA_positive	1	27.25	18
10	55	EA_positive	5	41.0	18
10	55	EA_positive	10	47.0	18
10	55	EA_positive	20	50.0	18
10	55	EA_positive	1	27.25	19
10	55	EA_positive	5	41.0	19
10	55	EA_positive	10	48.0	19
10	55	EA_positive	20	51.0	19
10	55	EA_positive	1	27.25	20
10	55	EA_positive	5	41.0	20
10	55	EA_positive	10	48.0	20
10	55	EA_positive	20	51.0	20
10	55	EA_positive	1	27.25	21
10	55	EA_positive	5	41.0	21
10	55	EA_positive	10	48.0	21
10	55	EA_positive	20	51.0	21
10	55	EA_positive	1	27.25	22
10	55	EA_positive	5	40.0	22
10	55	EA_positive	10	47.0	22
10	55	EA_positive	20	51.0	22
10	55	EA_positive	1	27.25	23
10	55	EA_positive	5	40.0	23
10	55	EA_positive	10	48.0	23
10	55	EA_positive	20	51.0	23
10	55	EA_positive	1	27.25	24
10	55	EA_positive	5	40.0	24
10	55	EA_positive	10	48.0	24
10	55	EA_positive	20	51.0	24
10	55	EA_positive	1	27.25	25
10	55	EA_positive	5	40.0	25
10	55	EA_positive	10	47.0	25
10	55	EA_positive	20	51.0	25
10	55	EA_positive	1	26.25	26
10	55	EA_positive	5	40.0	26
10	55	EA_positive	10	47.0	26
10	55	EA_positive	20	51.0	26
10	55	EA_positive	1	26.25	27
10	55	EA_positive	5	40.0	27
10	55	EA_positive	10	47.0	27
10	55	EA_positive	20	51.0	27
10	55	EA_positive	1	26.25	28
10	55	EA_positive	5	40.0	28
10	55	EA_positive	10	47.0	28
10	55	EA_positive	20	51.0	28
10	55	EA_positive	1	27.25	29
10	55	EA_positive	5	40.0	29
10	55	EA_positive	10	47.0	29
10	55	EA_positive	20	51.0	29
10	55	EA_positive	1	26.25	30
10	55	EA_positive	5	40.0	30
10	55	EA_positive	10	47.0	30
10	55	EA_positive	20	51.0	30
10	55	EA_positive	1	26.25	31
10	55	EA_positive	5	40.0	31
10	55	EA_positive	10	47.0	31
10	55	EA_positive	20	51.0	31
10	55	EA_positive	1	26.25	32
10	55	EA_positive	5	40.0	32
10	55	EA_positive	10	47.0	32
10	55	EA_positive	20	51.0	32
11	51	EA_positive	1	25.25	1
11	51	EA_positive	5	43.0	1
11	51	EA_positive	10	47.0	1
11	51	EA_positive	20	50.0	1
11	51	EA_positive	1	26.25	2
11	51	EA_positive	5	45.0	2
11	51	EA_positive	10	48.0	2
11	51	EA_positive	20	50.0	2
11	51	EA_positive	1	25.25	3
11	51	EA_positive	5	43.5	3
11	51	EA_positive	10	48.0	3
11	51	EA_positive	20	50.0	3
11	51	EA_positive	1	26.25	4
11	51	EA_positive	5	43.5	4
11	51	EA_positive	10	48.0	4
11	51	EA_positive	20	50.0	4
11	51	EA_positive	1	25.25	5
11	51	EA_positive	5	43.5	5
11	51	EA_positive	10	48.0	5
11	51	EA_positive	20	49.0	5
11	51	EA_positive	1	24.25	6
11	51	EA_positive	5	42.5	6
11	51	EA_positive	10	48.0	6
11	51	EA_positive	20	49.0	6
11	51	EA_positive	1	24.25	7
11	51	EA_positive	5	42.5	7
11	51	EA_positive	10	48.0	7
11	51	EA_positive	20	49.0	7
11	51	EA_positive	1	25.25	8
11	51	EA_positive	5	43.5	8
11	51	EA_positive	10	47.0	8
11	51	EA_positive	20	50.0	8
11	51	EA_positive	1	24.25	9
11	51	EA_positive	5	43.5	9
11	51	EA_positive	10	47.0	9
11	51	EA_positive	20	50.0	9
11	51	EA_positive	1	25.25	10
11	51	EA_positive	5	43.5	10
11	51	EA_positive	10	48.0	10
11	51	EA_positive	20	50.0	10
11	51	EA_positive	1	25.25	11
11	51	EA_positive	5	44.5	11
11	51	EA_positive	10	48.0	11
11	51	EA_positive	20	50.0	11
11	51	EA_positive	1	23.25	12
11	51	EA_positive	5	44.5	12
11	51	EA_positive	10	48.0	12
11	51	EA_positive	20	50.0	12
11	51	EA_positive	1	24.25	13
11	51	EA_positive	5	44.5	13
11	51	EA_positive	10	48.0	13
11	51	EA_positive	20	50.0	13
11	51	EA_positive	1	24.25	14
11	51	EA_positive	5	44.5	14
11	51	EA_positive	10	48.0	14
11	51	EA_positive	20	50.0	14
11	51	EA_positive	1	24.25	15
11	51	EA_positive	5	44.5	15
11	51	EA_positive	10	48.0	15
11	51	EA_positive	20	50.0	15
11	51	EA_positive	1	25.25	16
11	51	EA_positive	5	44.5	16
11	51	EA_positive	10	48.0	16
11	51	EA_positive	20	50.0	16
11	51	EA_positive	1	24.25	17
11	51	EA_positive	5	44.5	17
11	51	EA_positive	10	48.0	17
11	51	EA_positive	20	50.0	17
11	51	EA_positive	1	24.25	18
11	51	EA_positive	5	44.5	18
11	51	EA_positive	10	48.0	18
11	51	EA_positive	20	50.0	18
11	51	EA_positive	1	24.25	19
11	51	EA_positive	5	44.5	19
11	51	EA_positive	10	48.0	19
11	51	EA_positive	20	50.0	19
11	51	EA_positive	1	24.25	20
11	51	EA_positive	5	44.5	20
11	51	EA_positive	10	48.0	20
11	51	EA_positive	20	50.0	20
11	51	EA_positive	1	24.25	21
11	51	EA_positive	5	44.5	21
11	51	EA_positive	10	48.0	21
11	51	EA_positive	20	50.0	21
11	51	EA_positive	1	24.25	22
11	51	EA_positive	5	44.5	22
11	51	EA_positive	10	48.0	22
11	51	EA_positive	20	50.0	22
11	51	EA_positive	1	24.25	23
11	51	EA_positive	5	44.5	23
11	51	EA_positive	10	48.0	23
11	51	EA_positive	20	50.0	23
11	51	EA_positive	1	24.25	24
11	51	EA_positive	5	44.5	24
11	51	EA_positive	10	48.0	24
11	51	EA_positive	20	50.0	24
11	51	EA_positive	1	24.25	25
11	51	EA_positive	5	44.5	25
11	51	EA_positive	10	48.0	25
11	51	EA_positive	20	50.0	25
11	51	EA_positive	1	24.25	26
11	51	EA_positive	5	43.5	26
11	51	EA_positive	10	48.0	26
11	51	EA_positive	20	50.0	26
11	51	EA_positive	1	24.25	27
11	51	EA_positive	5	43.5	27
11	51	EA_positive	10	48.0	27
11	51	EA_positive	20	50.0	27
11	51	EA_positive	1	25.25	28
11	51	EA_positive	5	44.5	28
11	51	EA_positive	10	48.0	28
11	51	EA_positive	20	50.0	28
11	51	EA_positive	1	25.25	29
11	51	EA_positive	5	44.5	29
11	51	EA_positive	10	48.0	29
11	51	EA_positive	20	50.0	29
11	51	EA_positive	1	25.25	30
11	51	EA_positive	5	44.5	30
11	51	EA_positive	10	48.0	30
11	51	EA_positive	20	50.0	30
11	51	EA_positive	1	24.25	31
11	51	EA_positive	5	44.5	31
11	51	EA_positive	10	48.0	31
11	51	EA_positive	20	50.0	31
11	51	EA_positive	1	24.25	32
11	51	EA_positive	5	44.5	32
11	51	EA_positive	10	48.0	32
11	51	EA_positive	20	50.0	32
12	47	EA_negative	1	23.0	1
12	47	EA_negative	5	41.5	1
12	47	EA_negative	10	43.00000000000001	1
12	47	EA_negative	20	46.000000000000014	1
12	47	EA_negative	1	23.0	2
12	47	EA_negative	5	39.5	2
12	47	EA_negative	10	43.0	2
12	47	EA_negative	20	46.00000000000001	2
12	47	EA_negative	1	24.0	3
12	47	EA_negative	5	39.5	3
12	47	EA_negative	10	44.0	3
12	47	EA_negative	20	46.00000000000001	3
12	47	EA_negative	1	26.0	4
12	47	EA_negative	5	38.5	4
12	47	EA_negative	10	44.0	4
12	47	EA_negative	20	46.00000000000001	4
12	47	EA_negative	1	24.0	5
12	47	EA_negative	5	38.5	5
12	47	EA_negative	10	44.0	5
12	47	EA_negative	20	46.00000000000001	5
12	47	EA_negative	1	24.0	6
12	47	EA_negative	5	38.5	6
12	47	EA_negative	10	44.0	6
12	47	EA_negative	20	46.00000000000001	6
12	47	EA_negative	1	24.0	7
12	47	EA_negative	5	38.5	7
12	47	EA_negative	10	44.0	7
12	47	EA_negative	20	46.00000000000001	7
12	47	EA_negative	1	24.0	8
12	47	EA_negative	5	38.5	8
12	47	EA_negative	10	44.0	8
12	47	EA_negative	20	45.0	8
12	47	EA_negative	1	24.0	9
12	47	EA_negative	5	38.5	9
12	47	EA_negative	10	44.0	9
12	47	EA_negative	20	45.0	9
12	47	EA_negative	1	24.0	10
12	47	EA_negative	5	38.5	10
12	47	EA_negative	10	44.0	10
12	47	EA_negative	20	45.0	10
12	47	EA_negative	1	24.0	11
12	47	EA_negative	5	38.5	11
12	47	EA_negative	10	44.0	11
12	47	EA_negative	20	45.0	11
12	47	EA_negative	1	24.0	12
12	47	EA_negative	5	39.5	12
12	47	EA_negative	10	44.0	12
12	47	EA_negative	20	45.0	12
