sample_id	sequence_length	dataset	k	n_top_k	tree_index
12	47	EA_negative	1	21.5	4
12	47	EA_negative	5	38.5	4
12	47	EA_negative	10	43.0	4
12	47	EA_negative	20	46.00000000000001	4
12	47	EA_negative	1	23.0	5
12	47	EA_negative	5	37.5	5
12	47	EA_negative	10	42.0	5
12	47	EA_negative	20	46.00000000000001	5
12	47	EA_negative	1	23.0	6
12	47	EA_negative	5	39.5	6
12	47	EA_negative	10	43.000000000000014	6
12	47	EA_negative	20	45.000000000000014	6
12	47	EA_negative	1	21.0	7
12	47	EA_negative	5	37.5	7
12	47	EA_negative	10	42.0	7
12	47	EA_negative	20	45.0	7
12	47	EA_negative	1	20.02	8
12	47	EA_negative	5	37.60000000000001	8
12	47	EA_negative	10	43.200000000000024	8
12	47	EA_negative	20	46.40000000000004	8
12	47	EA_negative	1	23.333333333333332	9
12	47	EA_negative	5	40.5	9
12	47	EA_negative	10	44.00000000000001	9
12	47	EA_negative	20	45.00000000000001	9
12	47	EA_negative	1	27.0	10
12	47	EA_negative	5	39.5	10
12	47	EA_negative	10	44.00000000000001	10
12	47	EA_negative	20	45.00000000000001	10
12	47	EA_negative	1	23.5	11
12	47	EA_negative	5	39.16666666666666	11
12	47	EA_negative	10	42.999999999999986	11
12	47	EA_negative	20	44.999999999999986	11
12	47	EA_negative	1	23.0	12
12	47	EA_negative	5	39.5	12
12	47	EA_negative	10	43.0	12
12	47	EA_negative	20	45.0	12
12	47	EA_negative	1	24.333333333333336	13
12	47	EA_negative	5	39.166666666666664	13
12	47	EA_negative	10	43.99999999999999	13
12	47	EA_negative	20	46.0	13
12	47	EA_negative	1	26.0	14
12	47	EA_negative	5	39.5	14
12	47	EA_negative	10	44.0	14
12	47	EA_negative	20	45.0	14
12	47	EA_negative	1	23.166666666666664	15
12	47	EA_negative	5	38.33333333333333	15
12	47	EA_negative	10	43.0	15
12	47	EA_negative	20	45.0	15
12	47	EA_negative	1	25.0	16
12	47	EA_negative	5	39.5	16
12	47	EA_negative	10	45.0	16
12	47	EA_negative	20	46.0	16
12	47	EA_negative	1	21.833333333333332	17
12	47	EA_negative	5	37.5	17
12	47	EA_negative	10	43.0	17
12	47	EA_negative	20	45.0	17
12	47	EA_negative	1	23.5	18
12	47	EA_negative	5	38.5	18
12	47	EA_negative	10	43.00000000000001	18
12	47	EA_negative	20	45.00000000000001	18
12	47	EA_negative	1	20.5	19
12	47	EA_negative	5	39.5	19
12	47	EA_negative	10	43.0	19
12	47	EA_negative	20	46.00000000000001	19
12	47	EA_negative	1	21.0	20
12	47	EA_negative	5	40.5	20
12	47	EA_negative	10	43.00000000000001	20
12	47	EA_negative	20	45.00000000000001	20
12	47	EA_negative	1	22.0	21
12	47	EA_negative	5	38.5	21
12	47	EA_negative	10	43.00000000000001	21
12	47	EA_negative	20	45.00000000000001	21
12	47	EA_negative	1	26.0	22
12	47	EA_negative	5	37.5	22
12	47	EA_negative	10	44.0	22
12	47	EA_negative	20	45.0	22
12	47	EA_negative	1	23.333333333333336	23
12	47	EA_negative	5	37.5	23
12	47	EA_negative	10	43.0	23
12	47	EA_negative	20	45.0	23
12	47	EA_negative	1	24.142857142857142	24
12	47	EA_negative	5	39.88095238095238	24
12	47	EA_negative	10	44.000000000000014	24
12	47	EA_negative	20	45.000000000000014	24
12	47	EA_negative	1	24.0	25
12	47	EA_negative	5	40.16666666666666	25
12	47	EA_negative	10	42.999999999999986	25
12	47	EA_negative	20	45.99999999999999	25
12	47	EA_negative	1	25.0	26
12	47	EA_negative	5	39.16666666666666	26
12	47	EA_negative	10	43.0	26
12	47	EA_negative	20	45.0	26
12	47	EA_negative	1	20.5	27
12	47	EA_negative	5	39.5	27
12	47	EA_negative	10	44.0	27
12	47	EA_negative	20	46.00000000000001	27
12	47	EA_negative	1	22.0	28
12	47	EA_negative	5	39.5	28
12	47	EA_negative	10	44.000000000000014	28
12	47	EA_negative	20	45.000000000000014	28
12	47	EA_negative	1	22.142857142857142	29
12	47	EA_negative	5	38.21428571428572	29
12	47	EA_negative	10	43.000000000000014	29
12	47	EA_negative	20	45.000000000000014	29
12	47	EA_negative	1	24.02	30
12	47	EA_negative	5	40.60000000000001	30
12	47	EA_negative	10	44.200000000000024	30
12	47	EA_negative	20	45.400000000000055	30
12	47	EA_negative	1	24.142857142857142	31
12	47	EA_negative	5	41.21428571428572	31
12	47	EA_negative	10	44.000000000000014	31
12	47	EA_negative	20	47.00000000000002	31
13	53	EA_positive	1	17.0	0
13	53	EA_positive	5	41.5	0
13	53	EA_positive	10	46.0	0
13	53	EA_positive	20	50.0	0
13	53	EA_positive	1	18.0	1
13	53	EA_positive	5	39.5	1
13	53	EA_positive	10	44.0	1
13	53	EA_positive	20	50.0	1
13	53	EA_positive	1	20.166666666666668	2
13	53	EA_positive	5	39.83333333333333	2
13	53	EA_positive	10	44.99999999999999	2
13	53	EA_positive	20	50.99999999999999	2
13	53	EA_positive	1	17.0	3
13	53	EA_positive	5	40.25	3
13	53	EA_positive	10	45.0	3
13	53	EA_positive	20	50.0	3
13	53	EA_positive	1	22.166666666666668	4
13	53	EA_positive	5	41.58333333333333	4
13	53	EA_positive	10	44.99999999999999	4
13	53	EA_positive	20	47.99999999999999	4
13	53	EA_positive	1	23.0	5
13	53	EA_positive	5	41.5	5
13	53	EA_positive	10	46.0	5
13	53	EA_positive	20	49.0	5
13	53	EA_positive	1	17.5	6
13	53	EA_positive	5	39.5	6
13	53	EA_positive	10	44.0	6
13	53	EA_positive	20	49.0	6
13	53	EA_positive	1	21.0	7
13	53	EA_positive	5	39.5	7
13	53	EA_positive	10	44.0	7
13	53	EA_positive	20	48.0	7
13	53	EA_positive	1	21.0	8
13	53	EA_positive	5	40.5	8
13	53	EA_positive	10	47.0	8
13	53	EA_positive	20	51.0	8
13	53	EA_positive	1	19.0	9
13	53	EA_positive	5	39.0	9
13	53	EA_positive	10	46.0	9
13	53	EA_positive	20	49.0	9
13	53	EA_positive	1	21.0	10
13	53	EA_positive	5	41.5	10
13	53	EA_positive	10	46.0	10
13	53	EA_positive	20	49.0	10
13	53	EA_positive	1	19.0	11
13	53	EA_positive	5	40.5	11
13	53	EA_positive	10	46.0	11
13	53	EA_positive	20	51.0	11
13	53	EA_positive	1	21.0	12
13	53	EA_positive	5	43.25	12
13	53	EA_positive	10	45.0	12
13	53	EA_positive	20	51.0	12
13	53	EA_positive	1	21.0	13
13	53	EA_positive	5	41.5	13
13	53	EA_positive	10	47.0	13
13	53	EA_positive	20	49.0	13
13	53	EA_positive	1	23.0	14
13	53	EA_positive	5	39.5	14
13	53	EA_positive	10	43.0	14
13	53	EA_positive	20	47.0	14
13	53	EA_positive	1	20.5	15
13	53	EA_positive	5	39.5	15
13	53	EA_positive	10	44.0	15
13	53	EA_positive	20	48.0	15
13	53	EA_positive	1	19.0	16
13	53	EA_positive	5	42.25	16
13	53	EA_positive	10	46.0	16
13	53	EA_positive	20	49.0	16
13	53	EA_positive	1	22.5	17
13	53	EA_positive	5	39.5	17
13	53	EA_positive	10	45.0	17
13	53	EA_positive	20	50.0	17
13	53	EA_positive	1	20.0	18
13	53	EA_positive	5	39.5	18
13	53	EA_positive	10	45.0	18
13	53	EA_positive	20	49.0	18
13	53	EA_positive	1	20.0	19
13	53	EA_positive	5	39.5	19
13	53	EA_positive	10	44.0	19
13	53	EA_positive	20	50.0	19
13	53	EA_positive	1	18.5	20
13	53	EA_positive	5	38.0	20
13	53	EA_positive	10	41.0	20
13	53	EA_positive	20	48.0	20
13	53	EA_positive	1	22.0	21
13	53	EA_positive	5	41.25	21
13	53	EA_positive	10	45.0	21
13	53	EA_positive	20	51.0	21
13	53	EA_positive	1	19.0	22
13	53	EA_positive	5	41.25	22
13	53	EA_positive	10	44.0	22
13	53	EA_positive	20	50.0	22
13	53	EA_positive	1	19.0	23
13	53	EA_positive	5	41.5	23
13	53	EA_positive	10	47.0	23
13	53	EA_positive	20	50.0	23
13	53	EA_positive	1	20.0	24
13	53	EA_positive	5	40.5	24
13	53	EA_positive	10	46.0	24
13	53	EA_positive	20	50.0	24
13	53	EA_positive	1	20.0	25
13	53	EA_positive	5	38.25	25
13	53	EA_positive	10	45.0	25
13	53	EA_positive	20	51.0	25
13	53	EA_positive	1	22.166666666666668	26
13	53	EA_positive	5	40.83333333333333	26
13	53	EA_positive	10	44.99999999999999	26
13	53	EA_positive	20	49.99999999999999	26
13	53	EA_positive	1	22.166666666666668	27
13	53	EA_positive	5	41.58333333333333	27
13	53	EA_positive	10	43.99999999999999	27
13	53	EA_positive	20	45.99999999999999	27
13	53	EA_positive	1	22.0	28
13	53	EA_positive	5	39.5	28
13	53	EA_positive	10	44.0	28
13	53	EA_positive	20	51.0	28
13	53	EA_positive	1	20.5	29
13	53	EA_positive	5	43.5	29
13	53	EA_positive	10	45.0	29
13	53	EA_positive	20	49.0	29
13	53	EA_positive	1	18.5	30
13	53	EA_positive	5	40.5	30
13	53	EA_positive	10	45.0	30
13	53	EA_positive	20	49.0	30
13	53	EA_positive	1	22.166666666666668	31
13	53	EA_positive	5	41.83333333333333	31
13	53	EA_positive	10	45.99999999999999	31
13	53	EA_positive	20	50.99999999999999	31
14	74	EA_positive	1	26.75	0
14	74	EA_positive	5	57.25	0
14	74	EA_positive	10	66.0	0
14	74	EA_positive	20	71.0	0
14	74	EA_positive	1	26.75	1
14	74	EA_positive	5	58.5	1
14	74	EA_positive	10	64.0	1
14	74	EA_positive	20	70.0	1
14	74	EA_positive	1	30.75	2
14	74	EA_positive	5	57.5	2
14	74	EA_positive	10	64.0	2
14	74	EA_positive	20	70.0	2
14	74	EA_positive	1	26.916666666666668	3
14	74	EA_positive	5	54.83333333333333	3
14	74	EA_positive	10	63.99999999999999	3
14	74	EA_positive	20	70.0	3
14	74	EA_positive	1	29.75	4
14	74	EA_positive	5	57.25	4
14	74	EA_positive	10	62.5	4
14	74	EA_positive	20	72.0	4
14	74	EA_positive	1	29.75	5
14	74	EA_positive	5	58.5	5
14	74	EA_positive	10	67.0	5
14	74	EA_positive	20	73.0	5
14	74	EA_positive	1	27.916666666666668	6
14	74	EA_positive	5	55.83333333333333	6
14	74	EA_positive	10	66.0	6
14	74	EA_positive	20	70.0	6
14	74	EA_positive	1	31.25	7
14	74	EA_positive	5	58.5	7
14	74	EA_positive	10	65.0	7
14	74	EA_positive	20	71.0	7
14	74	EA_positive	1	28.75	8
14	74	EA_positive	5	52.5	8
14	74	EA_positive	10	64.0	8
14	74	EA_positive	20	69.0	8
14	74	EA_positive	1	27.75	9
14	74	EA_positive	5	56.25	9
14	74	EA_positive	10	67.0	9
14	74	EA_positive	20	71.0	9
14	74	EA_positive	1	32.25	10
14	74	EA_positive	5	60.0	10
14	74	EA_positive	10	64.0	10
14	74	EA_positive	20	73.0	10
14	74	EA_positive	1	28.75	11
14	74	EA_positive	5	55.25	11
14	74	EA_positive	10	63.0	11
14	74	EA_positive	20	72.0	11
14	74	EA_positive	1	25.916666666666668	12
14	74	EA_positive	5	56.83333333333333	12
14	74	EA_positive	10	65.0	12
14	74	EA_positive	20	71.0	12
14	74	EA_positive	1	31.25	13
14	74	EA_positive	5	55.5	13
14	74	EA_positive	10	65.0	13
14	74	EA_positive	20	72.0	13
14	74	EA_positive	1	29.25	14
14	74	EA_positive	5	57.5	14
14	74	EA_positive	10	64.0	14
14	74	EA_positive	20	69.0	14
14	74	EA_positive	1	28.75	15
14	74	EA_positive	5	57.5	15
14	74	EA_positive	10	65.0	15
14	74	EA_positive	20	72.0	15
14	74	EA_positive	1	28.25	16
14	74	EA_positive	5	57.5	16
14	74	EA_positive	10	65.0	16
14	74	EA_positive	20	72.0	16
14	74	EA_positive	1	32.08333333333333	17
14	74	EA_positive	5	53.99999999999999	17
14	74	EA_positive	10	63.99999999999999	17
14	74	EA_positive	20	70.0	17
14	74	EA_positive	1	31.75	18
14	74	EA_positive	5	57.5	18
14	74	EA_positive	10	65.0	18
14	74	EA_positive	20	73.0	18
14	74	EA_positive	1	30.0	19
14	74	EA_positive	5	56.0	19
14	74	EA_positive	10	64.0	19
14	74	EA_positive	20	70.0	19
14	74	EA_positive	1	29.75	20
14	74	EA_positive	5	56.25	20
14	74	EA_positive	10	65.0	20
14	74	EA_positive	20	71.0	20
14	74	EA_positive	1	29.75	21
14	74	EA_positive	5	57.5	21
14	74	EA_positive	10	64.0	21
14	74	EA_positive	20	70.0	21
14	74	EA_positive	1	30.75	22
14	74	EA_positive	5	54.5	22
14	74	EA_positive	10	65.0	22
14	74	EA_positive	20	72.0	22
14	74	EA_positive	1	29.75	23
14	74	EA_positive	5	58.5	23
14	74	EA_positive	10	68.0	23
14	74	EA_positive	20	72.0	23
14	74	EA_positive	1	28.85	24
14	74	EA_positive	5	55.00000000000001	24
14	74	EA_positive	10	67.0	24
14	74	EA_positive	20	73.0	24
14	74	EA_positive	1	33.41666666666667	25
14	74	EA_positive	5	55.833333333333336	25
14	74	EA_positive	10	64.0	25
14	74	EA_positive	20	73.0	25
14	74	EA_positive	1	30.25	26
14	74	EA_positive	5	56.5	26
14	74	EA_positive	10	65.0	26
14	74	EA_positive	20	71.0	26
14	74	EA_positive	1	30.85	27
14	74	EA_positive	5	58.00000000000001	27
14	74	EA_positive	10	64.00000000000001	27
14	74	EA_positive	20	70.00000000000001	27
14	74	EA_positive	1	29.75	28
14	74	EA_positive	5	56.25	28
14	74	EA_positive	10	65.0	28
14	74	EA_positive	20	71.0	28
14	74	EA_positive	1	27.75	29
14	74	EA_positive	5	58.5	29
14	74	EA_positive	10	65.0	29
14	74	EA_positive	20	72.0	29
14	74	EA_positive	1	28.416666666666668	30
14	74	EA_positive	5	56.83333333333333	30
14	74	EA_positive	10	63.99999999999999	30
14	74	EA_positive	20	71.0	30
14	74	EA_positive	1	24.75	31
14	74	EA_positive	5	57.25	31
14	74	EA_positive	10	65.0	31
14	74	EA_positive	20	71.0	31
15	73	EA_positive	1	30.75	0
15	73	EA_positive	5	54.0	0
15	73	EA_positive	10	64.0	0
15	73	EA_positive	20	68.0	0
15	73	EA_positive	1	28.75	1
15	73	EA_positive	5	58.0	1
15	73	EA_positive	10	64.0	1
15	73	EA_positive	20	67.0	1
15	73	EA_positive	1	27.75	2
15	73	EA_positive	5	56.0	2
15	73	EA_positive	10	64.0	2
15	73	EA_positive	20	69.0	2
15	73	EA_positive	1	29.75	3
15	73	EA_positive	5	57.75	3
15	73	EA_positive	10	62.0	3
15	73	EA_positive	20	67.0	3
15	73	EA_positive	1	28.75	4
15	73	EA_positive	5	55.0	4
15	73	EA_positive	10	62.0	4
15	73	EA_positive	20	67.0	4
15	73	EA_positive	1	27.75	5
15	73	EA_positive	5	54.0	5
15	73	EA_positive	10	62.0	5
15	73	EA_positive	20	68.0	5
15	73	EA_positive	1	31.75	6
15	73	EA_positive	5	55.75	6
15	73	EA_positive	10	64.0	6
15	73	EA_positive	20	69.0	6
15	73	EA_positive	1	29.75	7
15	73	EA_positive	5	54.5	7
15	73	EA_positive	10	62.0	7
15	73	EA_positive	20	70.0	7
15	73	EA_positive	1	30.25	8
15	73	EA_positive	5	54.0	8
15	73	EA_positive	10	65.0	8
15	73	EA_positive	20	69.0	8
15	73	EA_positive	1	27.75	9
15	73	EA_positive	5	58.0	9
15	73	EA_positive	10	64.0	9
15	73	EA_positive	20	67.0	9
15	73	EA_positive	1	26.75	10
15	73	EA_positive	5	55.0	10
15	73	EA_positive	10	64.0	10
15	73	EA_positive	20	70.0	10
15	73	EA_positive	1	29.75	11
15	73	EA_positive	5	55.0	11
15	73	EA_positive	10	62.0	11
15	73	EA_positive	20	68.0	11
15	73	EA_positive	1	29.75	12
15	73	EA_positive	5	52.0	12
15	73	EA_positive	10	63.0	12
15	73	EA_positive	20	67.0	12
15	73	EA_positive	1	26.75	13
15	73	EA_positive	5	55.0	13
15	73	EA_positive	10	63.0	13
15	73	EA_positive	20	69.0	13
15	73	EA_positive	1	29.75	14
15	73	EA_positive	5	57.25	14
15	73	EA_positive	10	64.0	14
15	73	EA_positive	20	68.0	14
15	73	EA_positive	1	26.75	15
15	73	EA_positive	5	54.0	15
15	73	EA_positive	10	64.0	15
15	73	EA_positive	20	69.0	15
15	73	EA_positive	1	30.75	16
15	73	EA_positive	5	56.0	16
15	73	EA_positive	10	62.0	16
15	73	EA_positive	20	70.0	16
15	73	EA_positive	1	29.75	17
15	73	EA_positive	5	56.0	17
15	73	EA_positive	10	64.0	17
15	73	EA_positive	20	70.0	17
15	73	EA_positive	1	28.75	18
15	73	EA_positive	5	58.25	18
15	73	EA_positive	10	62.0	18
15	73	EA_positive	20	67.0	18
15	73	EA_positive	1	28.75	19
15	73	EA_positive	5	54.0	19
15	73	EA_positive	10	62.0	19
15	73	EA_positive	20	68.0	19
15	73	EA_positive	1	31.5	20
15	73	EA_positive	5	56.0	20
15	73	EA_positive	10	62.0	20
15	73	EA_positive	20	68.0	20
15	73	EA_positive	1	31.25	21
15	73	EA_positive	5	54.75	21
15	73	EA_positive	10	60.5	21
15	73	EA_positive	20	69.0	21
15	73	EA_positive	1	32.25	22
15	73	EA_positive	5	54.5	22
15	73	EA_positive	10	63.0	22
15	73	EA_positive	20	68.0	22
15	73	EA_positive	1	31.75	23
15	73	EA_positive	5	59.75	23
15	73	EA_positive	10	64.0	23
15	73	EA_positive	20	67.0	23
15	73	EA_positive	1	26.75	24
15	73	EA_positive	5	54.5	24
15	73	EA_positive	10	64.0	24
15	73	EA_positive	20	68.0	24
15	73	EA_positive	1	31.75	25
15	73	EA_positive	5	56.5	25
15	73	EA_positive	10	63.0	25
15	73	EA_positive	20	69.0	25
15	73	EA_positive	1	29.75	26
15	73	EA_positive	5	55.0	26
15	73	EA_positive	10	64.0	26
15	73	EA_positive	20	69.0	26
15	73	EA_positive	1	30.75	27
15	73	EA_positive	5	54.5	27
15	73	EA_positive	10	64.0	27
15	73	EA_positive	20	69.0	27
15	73	EA_positive	1	29.75	28
15	73	EA_positive	5	55.0	28
15	73	EA_positive	10	61.0	28
15	73	EA_positive	20	67.0	28
15	73	EA_positive	1	28.75	29
15	73	EA_positive	5	57.75	29
15	73	EA_positive	10	61.0	29
15	73	EA_positive	20	69.0	29
15	73	EA_positive	1	28.75	30
15	73	EA_positive	5	56.0	30
15	73	EA_positive	10	62.0	30
15	73	EA_positive	20	68.0	30
15	73	EA_positive	1	27.75	31
15	73	EA_positive	5	56.0	31
15	73	EA_positive	10	62.5	31
15	73	EA_positive	20	69.0	31
16	53	EA_positive	1	19.75	0
16	53	EA_positive	5	41.5	0
16	53	EA_positive	10	48.0	0
16	53	EA_positive	20	50.0	0
16	53	EA_positive	1	19.75	1
16	53	EA_positive	5	43.5	1
16	53	EA_positive	10	50.0	1
16	53	EA_positive	20	52.0	1
16	53	EA_positive	1	20.25	2
16	53	EA_positive	5	47.0	2
16	53	EA_positive	10	50.0	2
16	53	EA_positive	20	51.0	2
16	53	EA_positive	1	18.75	3
16	53	EA_positive	5	44.5	3
16	53	EA_positive	10	51.0	3
16	53	EA_positive	20	51.0	3
16	53	EA_positive	1	21.916666666666664	4
16	53	EA_positive	5	43.83333333333333	4
16	53	EA_positive	10	46.99999999999999	4
16	53	EA_positive	20	48.99999999999999	4
16	53	EA_positive	1	21.75	5
16	53	EA_positive	5	43.5	5
16	53	EA_positive	10	47.0	5
16	53	EA_positive	20	51.0	5
16	53	EA_positive	1	19.75	6
16	53	EA_positive	5	41.5	6
16	53	EA_positive	10	48.0	6
16	53	EA_positive	20	52.0	6
16	53	EA_positive	1	23.25	7
16	53	EA_positive	5	43.0	7
16	53	EA_positive	10	49.0	7
16	53	EA_positive	20	51.0	7
16	53	EA_positive	1	23.75	8
16	53	EA_positive	5	45.5	8
16	53	EA_positive	10	51.0	8
16	53	EA_positive	20	51.0	8
16	53	EA_positive	1	19.75	9
16	53	EA_positive	5	40.5	9
16	53	EA_positive	10	47.0	9
16	53	EA_positive	20	52.0	9
16	53	EA_positive	1	24.75	10
16	53	EA_positive	5	42.5	10
16	53	EA_positive	10	50.0	10
16	53	EA_positive	20	50.0	10
16	53	EA_positive	1	21.75	11
16	53	EA_positive	5	42.5	11
16	53	EA_positive	10	49.0	11
16	53	EA_positive	20	52.0	11
16	53	EA_positive	1	20.75	12
16	53	EA_positive	5	42.0	12
16	53	EA_positive	10	49.0	12
16	53	EA_positive	20	50.0	12
16	53	EA_positive	1	19.25	13
16	53	EA_positive	5	43.0	13
16	53	EA_positive	10	51.0	13
16	53	EA_positive	20	52.0	13
16	53	EA_positive	1	24.416666666666668	14
16	53	EA_positive	5	43.83333333333333	14
16	53	EA_positive	10	48.99999999999999	14
16	53	EA_positive	20	50.99999999999999	14
16	53	EA_positive	1	21.75	15
16	53	EA_positive	5	44.5	15
16	53	EA_positive	10	49.0	15
16	53	EA_positive	20	51.0	15
16	53	EA_positive	1	20.75	16
16	53	EA_positive	5	40.5	16
16	53	EA_positive	10	49.0	16
16	53	EA_positive	20	52.0	16
16	53	EA_positive	1	23.75	17
16	53	EA_positive	5	42.5	17
16	53	EA_positive	10	48.0	17
16	53	EA_positive	20	50.0	17
16	53	EA_positive	1	23.75	18
16	53	EA_positive	5	42.5	18
16	53	EA_positive	10	49.0	18
16	53	EA_positive	20	51.0	18
16	53	EA_positive	1	23.75	19
16	53	EA_positive	5	41.5	19
16	53	EA_positive	10	46.0	19
16	53	EA_positive	20	49.0	19
16	53	EA_positive	1	20.75	20
16	53	EA_positive	5	43.5	20
16	53	EA_positive	10	49.0	20
16	53	EA_positive	20	53.0	20
16	53	EA_positive	1	22.75	21
16	53	EA_positive	5	44.5	21
16	53	EA_positive	10	49.0	21
16	53	EA_positive	20	51.0	21
16	53	EA_positive	1	21.25	22
16	53	EA_positive	5	43.5	22
16	53	EA_positive	10	51.0	22
16	53	EA_positive	20	51.0	22
16	53	EA_positive	1	23.75	23
16	53	EA_positive	5	44.5	23
16	53	EA_positive	10	50.0	23
16	53	EA_positive	20	51.0	23
16	53	EA_positive	1	21.75	24
16	53	EA_positive	5	42.0	24
16	53	EA_positive	10	48.0	24
16	53	EA_positive	20	51.0	24
16	53	EA_positive	1	20.75	25
16	53	EA_positive	5	40.5	25
16	53	EA_positive	10	49.0	25
16	53	EA_positive	20	50.0	25
16	53	EA_positive	1	20.75	26
16	53	EA_positive	5	43.5	26
16	53	EA_positive	10	48.0	26
16	53	EA_positive	20	51.0	26
16	53	EA_positive	1	21.75	27
16	53	EA_positive	5	44.5	27
16	53	EA_positive	10	48.0	27
16	53	EA_positive	20	49.0	27
16	53	EA_positive	1	19.75	28
16	53	EA_positive	5	44.0	28
16	53	EA_positive	10	48.0	28
16	53	EA_positive	20	52.0	28
16	53	EA_positive	1	20.75	29
16	53	EA_positive	5	43.5	29
16	53	EA_positive	10	51.0	29
16	53	EA_positive	20	51.0	29
16	53	EA_positive	1	22.25	30
16	53	EA_positive	5	44.0	30
16	53	EA_positive	10	48.0	30
16	53	EA_positive	20	51.0	30
16	53	EA_positive	1	18.75	31
16	53	EA_positive	5	44.5	31
16	53	EA_positive	10	49.0	31
16	53	EA_positive	20	51.0	31
17	25	negative	1	6.805555555555555	0
17	25	negative	5	18.36111111111111	0
17	25	negative	10	23.555555555555554	0
17	25	negative	20	24.00000000000001	0
17	25	negative	1	5.722222222222221	1
17	25	negative	5	19.911111111111108	1
17	25	negative	10	22.999999999999993	1
17	25	negative	20	24.0	1
17	25	negative	1	4.666666666666666	2
17	25	negative	5	18.5	2
17	25	negative	10	23.55555555555556	2
17	25	negative	20	24.000000000000018	2
17	25	negative	1	6.666666666666667	3
17	25	negative	5	20.133333333333333	3
17	25	negative	10	23.0	3
17	25	negative	20	24.000000000000007	3
17	25	negative	1	6.666666666666667	4
17	25	negative	5	17.75	4
17	25	negative	10	23.0	4
17	25	negative	20	24.000000000000007	4
17	25	negative	1	7.111111111111111	5
17	25	negative	5	16.13888888888889	5
17	25	negative	10	22.000000000000004	5
17	25	negative	20	24.00000000000001	5
17	25	negative	1	5.916666666666666	6
17	25	negative	5	18.916666666666664	6
17	25	negative	10	22.55555555555555	6
17	25	negative	20	24.000000000000007	6
17	25	negative	1	7.138888888888889	7
17	25	negative	5	20.36111111111111	7
17	25	negative	10	23.555555555555554	7
17	25	negative	20	24.00000000000001	7
17	25	negative	1	6.253968253968254	8
17	25	negative	5	20.103174603174605	8
17	25	negative	10	24.0	8
17	25	negative	20	24.0	8
17	25	negative	1	7.916666666666666	9
17	25	negative	5	20.21666666666667	9
17	25	negative	10	23.000000000000007	9
17	25	negative	20	24.000000000000007	9
17	25	negative	1	7.666666666666666	10
17	25	negative	5	18.833333333333332	10
17	25	negative	10	22.55555555555556	10
17	25	negative	20	24.000000000000018	10
17	25	negative	1	7.25	11
17	25	negative	5	18.916666666666664	11
17	25	negative	10	23.0	11
17	25	negative	20	24.0	11
17	25	negative	1	6.777777777777778	12
17	25	negative	5	18.772222222222226	12
17	25	negative	10	24.000000000000007	12
17	25	negative	20	24.000000000000007	12
17	25	negative	1	5.666666666666667	13
17	25	negative	5	18.5	13
17	25	negative	10	23.0	13
17	25	negative	20	24.000000000000007	13
17	25	negative	1	6.722222222222222	14
17	25	negative	5	18.02777777777778	14
17	25	negative	10	22.555555555555564	14
17	25	negative	20	24.00000000000002	14
17	25	negative	1	6.111111111111111	15
17	25	negative	5	18.722222222222218	15
17	25	negative	10	23.999999999999996	15
17	25	negative	20	23.999999999999996	15
17	25	negative	1	6.266666666666667	16
17	25	negative	5	19.666666666666668	16
17	25	negative	10	24.0	16
17	25	negative	20	24.0	16
17	25	negative	1	6.722222222222221	17
17	25	negative	5	18.027777777777775	17
17	25	negative	10	21.999999999999993	17
17	25	negative	20	24.0	17
17	25	negative	1	6.166666666666666	18
17	25	negative	5	18.833333333333332	18
17	25	negative	10	22.55555555555556	18
17	25	negative	20	24.000000000000018	18
17	25	negative	1	7.416666666666666	19
17	25	negative	5	19.416666666666664	19
17	25	negative	10	24.0	19
17	25	negative	20	24.0	19
17	25	negative	1	6.916666666666666	20
17	25	negative	5	18.833333333333332	20
17	25	negative	10	23.000000000000004	20
17	25	negative	20	24.000000000000004	20
17	25	negative	1	7.8	21
17	25	negative	5	19.333333333333332	21
17	25	negative	10	22.499999999999996	21
17	25	negative	20	23.99999999999999	21
17	25	negative	1	6.722222222222222	22
17	25	negative	5	21.27777777777778	22
17	25	negative	10	23.555555555555564	22
17	25	negative	20	24.00000000000002	22
17	25	negative	1	7.083333333333333	23
17	25	negative	5	18.916666666666664	23
17	25	negative	10	23.999999999999996	23
17	25	negative	20	23.999999999999996	23
17	25	negative	1	4.883333333333334	24
17	25	negative	5	18.716666666666665	24
17	25	negative	10	23.5	24
17	25	negative	20	24.000000000000007	24
17	25	negative	1	6.527777777777778	25
17	25	negative	5	19.272222222222222	25
17	25	negative	10	23.000000000000004	25
17	25	negative	20	24.000000000000004	25
17	25	negative	1	6.916666666666667	26
17	25	negative	5	20.916666666666664	26
17	25	negative	10	23.999999999999996	26
17	25	negative	20	23.999999999999996	26
17	25	negative	1	6.055555555555556	27
17	25	negative	5	20.36111111111111	27
17	25	negative	10	23.55555555555556	27
17	25	negative	20	24.000000000000018	27
17	25	negative	1	7.25	28
17	25	negative	5	18.416666666666664	28
17	25	negative	10	24.0	28
17	25	negative	20	24.0	28
17	25	negative	1	8.355555555555554	29
17	25	negative	5	19.61111111111111	29
17	25	negative	10	23.055555555555554	29
17	25	negative	20	23.99999999999999	29
17	25	negative	1	5.166666666666667	30
17	25	negative	5	18.416666666666668	30
17	25	negative	10	24.0	30
17	25	negative	20	24.0	30
17	25	negative	1	7.555555555555555	31
17	25	negative	5	17.86111111111111	31
17	25	negative	10	22.555555555555554	31
17	25	negative	20	24.00000000000001	31
