k	top_acc_perc__casmi	top_acc_perc__csi
1	14.000000000000002	16.555555555555557
2	28.000000000000004	29.292929292929294
3	28.000000000000004	31.696969696969703
4	36.0	36.43434343434343
5	40.0	39.17171717171717
6	42.0	43.90909090909091
7	50.0	47.81313131313131
8	50.0	49.71717171717171
9	52.0	50.95454545454544
10	52.0	51.636363636363626
11	52.0	52.818181818181806
12	54.0	53.99999999999998
13	54.0	55.33333333333332
14	57.99999999999999	59.16666666666666
15	57.99999999999999	60.0
16	62.0	60.83333333333333
17	62.0	61.66666666666667
18	66.0	66.95
19	68.0	69.9
20	70.0	70.85000000000001
21	70.0	71.80000000000001
22	72.0	72.25000000000001
23	74.0	72.70000000000002
24	74.0	73.15000000000002
25	74.0	74.26666666666668
26	76.0	75.13333333333334
27	76.0	76.0
28	76.0	76.0
29	76.0	76.0
30	76.0	76.0
31	76.0	76.0
32	76.0	76.0
33	76.0	76.0
34	76.0	76.0
35	76.0	76.0
36	76.0	76.0
37	76.0	76.0
38	76.0	77.0
39	78.0	78.0
40	78.0	78.0
41	80.0	80.0
42	80.0	81.0
43	82.0	82.0
44	82.0	82.0
45	82.0	82.0
46	82.0	82.0
47	82.0	83.0
48	84.0	85.0
49	86.0	86.0
50	88.0	88.0
