C	inner_split	ndcg_ohc
1	0	0.6939375239597854
1	1	0.7398682208877151
1	2	0.7182146787939881
4	0	0.6962706805162838
4	1	0.7473508739690032
4	2	0.7213492165332925
16	0	0.6982248522137137
16	1	0.7601153747571585
16	2	0.7234104364177947
32	0	0.6953597105973534
32	1	0.7626817810178802
32	2	0.7265494207157935
64	0	0.697032126447822
64	1	0.7639677532377461
64	2	0.7262172631663167
