spectrum	rt	pref_value
EAX271602	4.9	-0.07293874945713852
EAX261002	5.2	-0.1661529437944158
EAX016602	7.4	0.03236084757543494
EAX029802	7.7	0.010331571383475915
EAX029402	15.9	-0.022953261213079612
EAX010002	6.9	-0.02085208328689081
EAX024502	6.9	0.06447641658118364
EAX034002	2.4	-0.08778690797046718
EAX271302	10.7	-0.07645675504229787
EAX274202	4.4	-0.14638983504850223
EAX277402	5.8	-0.10347441112993483
EAX285902	2.8	-0.20779495242201218
EAX271502	12.8	0.008164427727482604
EAX275602	12.9	-0.0386160009528555
EAX025802	6.3	-0.2058147165039681
EAX069702	7.5	-0.0631320471604353
EAX277802	6.2	-0.07026384867588065
EAX026602	6.7	-0.04263471513755279
EAX293802	7.0	-0.037139018525672585
EAX011902	10.7	0.0877825020009495
EAX013402	4.4	-0.22263534370682025
EAX016702	8.5	0.008747117244310099
EAX070302	6.3	-0.1115577643814547
EAX034702	4.6	-0.18801079332594428
EAX026002	5.1	-0.15366614380616883
EAX032602	8.6	-0.023907152502002482
EAX258302	11.5	0.04236719211657536
EAX271702	5.3	-0.07006909865212266
EAX020102	12.6	0.05429234827997198
EAX285402	7.5	-0.07066216885116305
EAX015002	5.6	-0.09866601965989696
EAX281602	1.2	-0.1916113612448156
EAX032802	2.9	-0.1097486258415139
EAX016202	3.8	-0.0792605393877882
EAX018502	4.4	-0.052524739201897985
EAX270902	5.5	-0.10072260012434714
EAX070602	5.5	-0.06170147219168848
EAX271002	7.3	-0.04031743487627781
EAX292002	6.6	0.020400590242703076
EAX274302	11.2	-0.06315229852314208
EAX027002	2.2	-0.09659808322160668
EAX280202	12.5	0.04866164517012675
EAX030102	4.8	-0.1037515207971309
EAX080402	11.9	0.04908611763791376
EAX273902	5.1	0.07343910129394415
EAX280802	9.3	0.12832718141679034
EAX030402	11.1	0.16909182630351216
EAX027902	12.6	0.1866659914853881
EAX005802	8.1	0.003333332940468947
EAX070502	9.0	0.02464083939396411
EAX008802	9.0	-0.0712364403504484
EAX033702	1.5	0.030884184137645487
EAX067202	9.2	-0.036144225759493165
EAX280502	7.8	-0.12277705737056877
EAX010302	9.2	-0.1311697779472265
EAX025302	9.2	-0.07188010165145009
EAX266902	9.9	-0.02008504675228784
EAX065402	2.5	-0.05033729796793951
EAX029602	5.7	-0.06460716854668758
EAX015602	9.2	-0.04989952462500824
EAX293502	15.9	0.11835455344405132
EAX253602	16.5	0.13039811017173775
EAX292402	12.1	0.17740614785917908
EAX291902	10.9	0.07409890483337045
EAX020702	10.5	-0.06021688177442275
