spectrum	rt	pref_value
EAX024802	4.9	-0.23375371669560963
EAX256602	7.7	-0.0976885973221635
EAX070102	7.5	0.038040286201492135
EAX295202	7.7	-0.04333929338155418
EAX005802	7.9	-0.11131639534755244
EAX280502	6.9	0.0830789835723067
EAX069802	2.4	-0.08271711238203494
EAX271602	4.4	-0.2246351713567254
EAX027902	5.8	-0.13722793263429267
EAX016602	1.6	-0.2518228228225339
EAX293102	2.8	-0.31656871450304
EAX281602	10.2	-0.01878606626239132
EAX293802	12.9	-0.061148346364290784
EAX273302	10.6	-0.009203468625511135
EAX261002	6.3	-0.198595938947844
EAX274302	4.5	-0.2495287542225153
EAX034002	3.6	-0.19150428166176958
EAX070602	7.5	-0.15601553785760203
EAX277002	7.5	0.006454430381590548
EAX258302	9.5	0.13261912550244226
EAX070502	9.3	0.029148366940366932
EAX015002	7.0	-0.16600743027166942
EAX026502	1.4	-0.46325621627756064
EAX280402	4.4	-0.43138438526679934
EAX026602	8.3	-0.049351617367699774
EAX028902	8.9	-0.023894415864768703
EAX064402	8.5	-0.07383599264944785
EAX024502	4.6	-0.3289336048763065
EAX280902	5.1	-0.21749910893478308
EAX030102	10.8	0.18352546566122285
EAX009902	7.5	-0.1954664640417061
EAX018502	6.6	-0.10309127667325146
EAX013002	1.2	-0.31862972511052945
EAX271302	6.0	-0.17963449225726613
EAX292402	2.9	-0.346969828495169
EAX020202	3.8	-0.1668763900616651
EAX065402	1.3	-0.19169468205751983
EAX260002	4.7	-0.0814487913035169
EAX029202	5.5	-0.14344589912748384
EAX066302	5.5	-0.08557150894454146
EAX285402	6.6	-0.06953340259063268
EAX026102	1.0	-0.17282356056562165
EAX293302	11.2	-0.07018103119759456
EAX020702	6.8	-0.15499110780075576
EAX067202	2.2	0.04151250923737493
EAX010302	5.1	0.27854846738730377
EAX030802	11.1	0.5285649806634112
EAX069702	13.9	0.4733829060400261
EAX271802	16.1	0.39255769148378405
EAX017002	2.4	-0.15887399799428792
EAX020902	9.0	0.004995864008045636
EAX298802	4.8	-0.06381850720162685
EAX016702	9.3	-0.0355402394208042
EAX027702	9.3	-0.16545714955003388
EAX025302	9.2	-0.1557456399480701
EAX025902	9.9	-0.13599297677646316
EAX015602	9.9	-0.05108869178623188
EAX029402	2.5	0.10055919473549224
EAX024702	5.7	-0.0226882593982074
EAX280802	12.1	0.5109628937325539
EAX277202	16.1	0.043380786416485684
EAX029802	4.9	-0.10398419933648917
EAX273802	10.5	0.02161899938087508
EAX253602	12.4	0.14075936900006525
EAX010202	14.8	-0.07013973916375482
