C	inner_split	ndcg_ohc
1	0	0.6732049126409049
1	1	0.692717895041563
1	2	0.6861025058642344
4	0	0.6730453298009543
4	1	0.6931496558728107
4	2	0.6857687922088271
16	0	0.6926079916753702
16	1	0.6930506208787608
16	2	0.6923829015875022
32	0	0.6946616826197265
32	1	0.6991284589351716
32	2	0.6821051751025429
64	0	0.6757571562074449
64	1	0.6911804998966529
64	2	0.6821141935154024
