C	inner_split	ndcg_ohc
1	0	0.7090839609549587
1	1	0.7106875812584725
1	2	0.7235936765547415
4	0	0.7142059439608781
4	1	0.7228137307048034
4	2	0.7270139648601783
16	0	0.7178259326810738
16	1	0.7196119170598692
16	2	0.7201855674605638
32	0	0.7196039447351515
32	1	0.7197783825175939
32	2	0.726997270669467
64	0	0.7103204977963139
64	1	0.6925965910835572
64	2	0.7225229690343643
