spectrum	rt	pref_value
EAX271602	8.3	-0.02020763526499536
EAX015602	5.2	-0.3870459814818208
EAX270402	7.7	-0.06083848762027211
EAX065402	7.5	0.033765827658082115
EAX065302	7.7	0.005216658831636689
EAX272002	2.4	-0.09012441759282552
EAX273102	6.7	0.031088253895385165
EAX019602	4.4	-0.29144900998182166
EAX024902	5.8	-0.2296595639211496
EAX266902	1.6	-0.2436291615048516
EAX280502	1.9	-0.13834391061008589
EAX271302	10.0	0.09018429539039641
EAX027502	12.9	-0.0977209572091915
EAX029402	6.3	-0.2837466290507038
EAX280802	4.1	-0.2954067729440464
EAX034002	13.0	-0.006713016710016895
EAX067202	7.5	-0.04159323584647545
EAX026102	9.5	0.12331813211059206
EAX258302	7.0	0.1072170425511203
EAX010302	1.4	-0.4455943580103181
EAX293102	6.8	-0.15401228898668684
EAX285102	8.9	0.07157556962376432
EAX032802	8.5	-0.041493458710384346
EAX020702	5.5	-0.23751925267823282
EAX293902	8.6	-0.07471027882910697
EAX027702	10.8	0.09018429539039641
EAX277402	5.3	-0.06632620492606334
EAX080402	7.5	-0.2912500051992879
EAX034702	5.6	-0.2321416545306505
EAX264902	7.8	-0.023564020292520027
EAX020402	6.6	-0.12782939485623068
EAX295202	5.2	-0.6641445411517388
EAX030802	1.2	-0.336505476672615
EAX025702	5.9	-0.15224884025766627
EAX293502	2.9	-0.24025696356813242
EAX002402	8.9	-0.15365170025387442
EAX298602	3.8	-0.17020607333672177
EAX070302	4.4	-0.09860369280865156
EAX030402	7.3	-0.07677440082824916
EAX025902	11.2	-0.05798217316290355
EAX067302	1.7	-0.1947029841854402
EAX277202	12.5	0.2126036059568635
EAX029002	9.7	-0.1792856049821978
EAX284802	5.1	0.29890519757952205
EAX281002	11.1	0.5095933596764901
EAX016102	15.2	0.4085769376324748
EAX064402	17.1	0.35688446501917426
EAX275602	0.8	-0.12057104994985401
EAX069702	2.4	-0.1395312278970149
EAX016602	1.5	-0.019451328885647712
EAX277602	9.3	-0.062289425762663164
EAX024502	9.2	-0.05598795688423985
EAX017002	6.3	-0.12983394007875115
EAX009902	7.8	-0.12412704036461797
EAX298802	9.2	-0.11207167690883901
EAX277802	9.9	-0.12144763849404328
EAX273702	12.4	-0.10864584218364115
EAX016702	1.0	-0.09698772411135259
EAX029902	2.0	-0.07426863730602307
EAX050202	16.1	0.06356436899743034
EAX010202	10.9	0.04419711165506257
EAX273802	5.7	-0.1440806523829341
EAX029202	12.4	0.10820403850210347
EAX066502	5.3	-0.13581321122570955
EAX008802	14.8	-0.0915615781931289
