k	top_acc_perc__casmi	top_acc_perc__csi
1	30.76923076923077	31.709401709401707
2	41.53846153846154	45.72649572649573
3	53.84615384615385	54.35897435897436
4	58.46153846153847	60.68376068376068
5	63.07692307692307	62.39316239316239
6	63.07692307692307	62.564102564102576
7	63.07692307692307	62.991452991453
8	64.61538461538461	65.72649572649574
9	69.23076923076923	71.15384615384616
10	72.3076923076923	72.56410256410257
11	73.84615384615385	73.3974358974359
12	73.84615384615385	74.23076923076923
13	73.84615384615385	74.42307692307692
14	75.38461538461539	76.66666666666667
15	78.46153846153847	77.88461538461539
16	81.53846153846153	81.41025641025641
17	83.07692307692308	82.88461538461539
18	83.07692307692308	83.07692307692308
19	84.61538461538461	84.61538461538461
20	84.61538461538461	84.61538461538461
21	84.61538461538461	84.61538461538461
22	84.61538461538461	84.61538461538461
23	84.61538461538461	84.61538461538461
24	84.61538461538461	84.61538461538461
25	84.61538461538461	84.61538461538461
26	84.61538461538461	84.8076923076923
27	84.61538461538461	85.0
28	84.61538461538461	85.1923076923077
29	84.61538461538461	85.38461538461539
30	86.15384615384616	85.57692307692307
31	87.6923076923077	87.3076923076923
32	87.6923076923077	87.5
33	87.6923076923077	87.6923076923077
34	87.6923076923077	87.6923076923077
35	87.6923076923077	87.6923076923077
36	87.6923076923077	87.6923076923077
37	89.23076923076924	89.23076923076924
38	89.23076923076924	89.23076923076924
39	89.23076923076924	89.23076923076924
40	92.3076923076923	92.3076923076923
41	92.3076923076923	92.3076923076923
42	92.3076923076923	92.3076923076923
43	92.3076923076923	92.3076923076923
44	92.3076923076923	92.3076923076923
45	92.3076923076923	92.3076923076923
46	92.3076923076923	92.3076923076923
47	92.3076923076923	92.3076923076923
48	92.3076923076923	92.3076923076923
49	92.3076923076923	92.3076923076923
50	92.3076923076923	92.3076923076923
