spectrum	rt	pref_value
EAX012402	5.1	-0.188477233678209
EAX026502	8.3	-0.031782081818845676
EAX285402	5.2	-0.30950154793908524
EAX024702	7.4	-0.033359814355539474
EAX298602	7.2	-0.19921766043142508
EAX024502	6.9	-0.04807291303449723
EAX030102	6.6	-0.09992652969411431
EAX281502	6.9	0.09645520456128587
EAX010002	6.7	0.02126029926975903
EAX029602	5.7	-0.22170360648232457
EAX274202	1.9	-0.1774152962964104
EAX018302	10.2	-0.0443763714549581
EAX026702	9.6	0.012711740909100655
EAX275602	2.2	-0.238868273351434
EAX293102	6.3	-0.2039144975039089
EAX270402	4.5	-0.2499393182865255
EAX277402	4.1	-0.26573303954651095
EAX271002	7.5	-0.1443500247761751
EAX271302	6.2	-0.08791997058162426
EAX070102	6.7	-0.09503622004627488
EAX277002	9.5	0.10287097018777436
EAX032602	9.3	-0.005229974059958398
EAX019602	9.1	0.08003771485980993
EAX026102	10.7	0.11374889626761941
EAX065302	8.9	-0.021322493939981868
EAX034002	8.5	-0.017005844735529685
EAX266802	6.3	-0.185086978515689
EAX067302	5.1	-0.26078678009250034
EAX026002	8.6	-0.034637803414970136
EAX013602	11.5	0.06604971172786778
EAX025802	5.3	-0.09470561809569678
EAX293802	7.5	-0.12723915883012715
EAX069702	5.6	-0.271893266124529
EAX277802	6.6	-0.1561664840621482
EAX070502	5.2	-0.45321357527575934
EAX024902	8.9	-0.10092559713645599
EAX020202	3.8	-0.14488069699759332
EAX025302	4.7	-0.11693856612568299
EAX015002	5.5	-0.14829289146790448
EAX255502	5.9	-0.0805184766111493
EAX256602	5.2	-0.021885068426684112
EAX253502	1.0	-0.22288224373210674
EAX285202	1.7	-0.13819147238069185
EAX285102	12.6	0.06961576356495658
EAX271502	13.0	0.11000525155311025
EAX064402	9.7	-0.06739727395597139
EAX008802	11.9	0.035845331932381125
EAX016102	5.1	0.15181456368060076
EAX034702	9.3	0.2646795646329263
EAX027002	12.6	0.34134168177456736
EAX002402	9.0	-0.030755614022349498
EAX024302	1.5	-0.06479735156045852
EAX266602	4.8	-0.11628409944229356
EAX029202	9.2	-0.07040148233548527
EAX032802	7.8	-0.10013411374322878
EAX280902	9.9	-0.09417674592131853
EAX000402	9.0	-0.13080726742837046
EAX029402	2.5	-0.08138752469235655
EAX264902	2.0	-0.1154521573039502
EAX013402	3.8	-0.12152693406083515
EAX030402	5.7	-0.046082818895563094
EAX294302	16.1	-0.00909132258586487
EAX020502	10.5	0.0015021959421175346
EAX281602	3.9	-0.04206734351644048
EAX271702	5.3	-0.06722751305122365
