spectrum	rt	pref_value
EAX273302	5.1	-0.11047802135223339
EAX298802	8.3	8.193737513328969e-05
EAX285102	4.9	-0.1229886673193139
EAX019602	7.1	-0.20585812853632612
EAX292402	7.9	-0.12181641033682888
EAX293802	6.9	-0.04308964266823079
EAX066402	10.9	0.017206481717735755
EAX002402	6.9	0.10587063664634488
EAX005802	2.4	-0.029320611089550752
EAX281302	6.7	0.0644471872767971
EAX272202	10.7	-0.11383441441930042
EAX000402	4.4	-0.2661832459539042
EAX295202	1.9	-0.15648279773814178
EAX012802	13.6	0.010290098963942118
EAX271802	9.6	-0.016828911443272254
EAX280902	14.5	-0.034997455661847254
EAX277602	4.1	-0.26902056182837875
EAX024902	7.5	-0.15266568100181033
EAX034002	13.0	-0.021981229249591117
EAX273802	9.5	0.0948882962148967
EAX025702	9.3	0.056704889602060216
EAX274202	10.7	0.0894994012955288
EAX027002	4.4	-0.3390348022080385
EAX015602	8.9	0.061120887932908374
EAX280802	5.5	-0.21449620602383135
EAX285402	10.8	0.10203020757852244
EAX274302	11.5	0.030602731637966007
EAX027902	12.6	0.03662939243434993
EAX020802	7.5	-0.14196065491472698
EAX264902	7.8	-0.04317017898956915
EAX033702	6.2	0.04514105943260427
EAX258302	5.9	-0.08153170739633442
EAX080402	2.9	-0.22806221331207688
EAX271002	5.5	-0.0842990896030058
EAX032602	5.5	-0.018942647817759894
EAX014702	7.3	-0.050662130680841244
EAX050202	11.2	-0.09433128091547704
EAX029902	1.7	-0.16909260127876813
EAX013002	11.9	0.03565453709139765
EAX285202	5.1	0.22621574586821858
EAX070502	13.9	0.3849971624424242
EAX016102	16.3	0.3179731580577432
EAX067202	16.1	0.33645411745915865
EAX029202	2.4	-0.13180739807296504
EAX277802	9.0	0.003915981437748961
EAX070602	9.0	-0.010926845523935302
EAX015002	9.3	-0.07316184082666277
EAX016602	6.3	-0.11174447965753909
EAX271302	7.8	-0.1344915325421927
EAX293902	9.3	-0.18304744208226775
EAX066502	9.2	-0.16915563062149097
EAX280402	9.9	-0.06074437256592047
EAX020302	9.9	-0.12473454865117506
EAX025302	3.6	-0.00779986598923843
EAX280502	2.0	-0.09061353647166914
EAX016202	3.8	-0.17521338365485484
EAX285902	5.7	-0.04009164523930275
EAX277202	9.2	-0.14432309685095124
EAX013402	16.9	0.2854787126728464
EAX293502	12.1	0.3956910273416092
EAX026102	10.9	0.07660927162601272
EAX020502	10.5	-0.050451296656822464
EAX292102	5.7	-0.11126467698663234
EAX026502	12.4	0.04611333308500498
EAX030802	14.8	-0.056753290384283256
