spectrum	rt	pref_value
EAX012802	4.9	-0.07619681500888453
EAX280902	15.9	-0.01104206353229531
EAX025902	7.1	-0.15525728056505694
EAX266902	6.9	-0.04737716167375883
EAX271402	5.7	-0.14780517119951186
EAX285402	2.8	-0.20882731854929326
EAX018502	12.8	-0.016173844836387175
EAX260302	10.2	-0.05051427352067073
EAX020402	13.6	-0.015152338766868834
EAX285202	10.0	0.01054381053115705
EAX271802	14.5	-0.03920380703044243
EAX273702	13.0	-0.022879568705961306
EAX013402	6.2	-0.0402984835135074
EAX266702	7.5	-0.0007708450056316263
EAX020302	9.5	0.03395221955038008
EAX280402	7.0	-0.06566474625934005
EAX274302	9.1	0.03183225455466454
EAX065302	4.4	-0.22161258289576669
EAX020802	6.3	-0.13193900270837733
EAX029902	4.6	-0.16940929147320372
EAX293802	5.5	-0.15941935731839374
EAX281602	8.6	-0.03642185111160612
EAX065402	12.6	0.044944085320539395
EAX266802	7.5	-0.09598832873641072
EAX026702	6.6	-0.09412583541092129
EAX011902	5.2	-0.2449484022418964
EAX277602	1.2	-0.14348890867118547
EAX026602	6.0	-0.08744625766996461
EAX255502	6.2	-0.016365254184088074
EAX277002	5.9	-0.09140100495306447
EAX274002	1.3	-0.17847545449678348
EAX005802	5.9	-0.030090379849961046
EAX285902	5.2	-0.011882606698179775
EAX271602	1.0	-0.11368705128538048
EAX281302	13.5	0.015619883571030058
EAX025702	13.0	0.01922832419865883
EAX027902	12.5	-0.0005759057447105587
EAX025802	7.3	0.1807882296749066
EAX030402	11.1	0.23958764516056608
EAX273902	13.9	0.24145465688516055
EAX018302	0.8	-0.0984746273103212
EAX026102	8.1	0.0004816357915669729
EAX298602	10.8	-0.13253352657413442
EAX281002	9.0	-0.04246532837742634
EAX275602	1.5	0.030044289541347968
EAX066402	4.8	-0.0754231896717964
EAX064402	9.3	-0.053225830020825426
EAX066302	6.3	-0.05430403771591752
EAX029802	9.3	-0.09242822887833349
EAX034002	9.9	-0.04296039699905174
EAX293102	9.9	-0.047082226875064304
EAX292102	12.4	-0.10421306535928354
EAX029602	3.6	-0.014703965335340852
EAX066502	2.5	-0.07425191051046554
EAX069802	1.0	-0.023704027219010437
EAX033702	3.8	-0.09794135928155723
EAX277202	5.7	-0.07565580480724687
EAX293302	9.2	-0.08922741998890271
EAX293502	16.9	0.15386554873693425
EAX020202	16.1	0.008064668677905451
EAX293902	4.9	-0.06287975427447234
EAX020102	10.9	0.07938884688682935
EAX280802	10.5	-0.026843555707054212
EAX253502	5.7	-0.0765272385836806
EAX284802	5.3	-0.04250537646880037
