k	top_acc_perc__casmi	top_acc_perc__csi
1	24.615384615384617	26.965811965811966
2	36.92307692307693	42.136752136752136
3	52.307692307692314	54.450549450549445
4	61.53846153846154	62.14896214896214
5	64.61538461538461	64.59096459096459
6	66.15384615384615	65.49450549450549
7	66.15384615384615	66.14163614163613
8	67.6923076923077	66.78876678876678
9	72.3076923076923	72.05128205128203
10	72.3076923076923	72.30769230769228
11	72.3076923076923	72.30769230769228
12	72.3076923076923	72.30769230769228
13	73.84615384615385	74.23076923076921
14	73.84615384615385	74.83516483516482
15	75.38461538461539	75.43956043956042
16	75.38461538461539	76.8131868131868
17	80.0	79.34065934065934
18	83.07692307692308	82.63736263736264
19	83.07692307692308	82.85714285714286
20	84.61538461538461	84.61538461538463
21	86.15384615384616	86.15384615384617
22	86.15384615384616	86.15384615384617
23	86.15384615384616	86.92307692307693
24	87.6923076923077	87.69230769230771
25	87.6923076923077	87.69230769230771
26	87.6923076923077	87.69230769230771
27	87.6923076923077	87.69230769230771
28	87.6923076923077	87.69230769230771
29	87.6923076923077	87.69230769230771
30	87.6923076923077	87.69230769230771
31	87.6923076923077	87.69230769230771
32	87.6923076923077	87.69230769230771
33	87.6923076923077	87.69230769230771
34	87.6923076923077	87.69230769230771
35	87.6923076923077	87.69230769230771
36	89.23076923076924	89.23076923076924
37	89.23076923076924	89.23076923076924
38	90.76923076923077	91.2820512820513
39	92.3076923076923	91.79487179487181
40	92.3076923076923	92.30769230769234
41	92.3076923076923	92.30769230769234
42	92.3076923076923	92.30769230769234
43	92.3076923076923	92.30769230769234
44	92.3076923076923	92.30769230769234
45	92.3076923076923	92.30769230769234
46	92.3076923076923	92.30769230769234
47	92.3076923076923	92.30769230769234
48	92.3076923076923	92.69230769230772
49	92.3076923076923	93.0769230769231
50	93.84615384615384	93.46153846153848
