sample_id	sequence_length	dataset	k	n_top_k
33	60	EA_positive	20	58.0
34	41	positive	1	19.0
34	41	positive	5	27.0
34	41	positive	10	33.0
34	41	positive	20	35.0
35	60	EA_positive	1	31.5
35	60	EA_positive	5	45.0
35	60	EA_positive	10	54.0
35	60	EA_positive	20	60.0
36	47	EA_negative	1	25.5
36	47	EA_negative	5	38.66666666666666
36	47	EA_negative	10	43.0
36	47	EA_negative	20	47.00000000000001
37	72	EA_positive	1	41.0
37	72	EA_positive	5	61.0
37	72	EA_positive	10	65.0
37	72	EA_positive	20	70.0
38	41	positive	1	16.0
38	41	positive	5	26.0
38	41	positive	10	33.0
38	41	positive	20	37.0
39	41	positive	1	19.5
39	41	positive	5	26.0
39	41	positive	10	31.0
39	41	positive	20	35.0
40	54	EA_positive	1	23.0
40	54	EA_positive	5	40.0
40	54	EA_positive	10	48.0
40	54	EA_positive	20	50.0
41	25	negative	1	5.555555555555555
41	25	negative	5	19.27777777777778
41	25	negative	10	22.555555555555564
41	25	negative	20	24.00000000000002
42	55	EA_positive	1	24.0
42	55	EA_positive	5	45.0
42	55	EA_positive	10	48.0
42	55	EA_positive	20	51.0
43	58	EA_positive	1	33.5
43	58	EA_positive	5	48.0
43	58	EA_positive	10	52.0
43	58	EA_positive	20	55.0
44	47	EA_negative	1	25.333333333333332
44	47	EA_negative	5	38.5
44	47	EA_negative	10	43.0
44	47	EA_negative	20	47.00000000000001
45	66	EA_positive	1	36.0
45	66	EA_positive	5	53.0
45	66	EA_positive	10	58.0
45	66	EA_positive	20	62.0
46	56	EA_positive	1	26.0
46	56	EA_positive	5	42.0
46	56	EA_positive	10	48.0
46	56	EA_positive	20	54.0
47	41	positive	1	17.0
47	41	positive	5	26.0
47	41	positive	10	32.0
47	41	positive	20	37.0
