sample_id	sequence_length	dataset	k	n_top_k
25	66	EA_positive	10	55.0
25	66	EA_positive	20	63.0
26	62	EA_positive	1	31.5
26	62	EA_positive	5	46.5
26	62	EA_positive	10	53.0
26	62	EA_positive	20	57.0
27	41	positive	1	18.5
27	41	positive	5	26.0
27	41	positive	10	30.0
27	41	positive	20	37.0
28	41	positive	1	18.5
28	41	positive	5	24.0
28	41	positive	10	30.0
28	41	positive	20	36.0
29	71	EA_positive	1	33.5
29	71	EA_positive	5	59.0
29	71	EA_positive	10	68.0
29	71	EA_positive	20	69.0
30	54	EA_positive	1	25.5
30	54	EA_positive	5	42.0
30	54	EA_positive	10	46.0
30	54	EA_positive	20	51.0
31	47	EA_negative	1	25.5
31	47	EA_negative	5	41.5
31	47	EA_negative	10	44.0
31	47	EA_negative	20	46.00000000000001
32	41	positive	1	15.5
32	41	positive	5	26.0
32	41	positive	10	30.0
32	41	positive	20	36.0
33	60	EA_positive	1	25.0
33	60	EA_positive	5	49.75
33	60	EA_positive	10	54.0
33	60	EA_positive	20	59.0
34	41	positive	1	18.5
34	41	positive	5	25.0
34	41	positive	10	30.0
34	41	positive	20	38.0
35	60	EA_positive	1	29.5
35	60	EA_positive	5	49.5
35	60	EA_positive	10	54.0
35	60	EA_positive	20	58.0
36	47	EA_negative	1	21.5
36	47	EA_negative	5	38.5
36	47	EA_negative	10	43.0
36	47	EA_negative	20	45.0
37	72	EA_positive	1	38.75
37	72	EA_positive	5	63.0
37	72	EA_positive	10	66.0
37	72	EA_positive	20	70.0
38	41	positive	1	17.5
38	41	positive	5	24.0
38	41	positive	10	30.0
38	41	positive	20	37.0
39	41	positive	1	15.5
39	41	positive	5	24.0
39	41	positive	10	30.0
39	41	positive	20	38.0
40	54	EA_positive	1	22.75
40	54	EA_positive	5	38.0
40	54	EA_positive	10	44.0
40	54	EA_positive	20	50.0
41	25	negative	1	6.833333333333334
41	25	negative	5	17.916666666666668
41	25	negative	10	24.0
41	25	negative	20	24.0
42	55	EA_positive	1	22.5
42	55	EA_positive	5	41.0
42	55	EA_positive	10	47.0
42	55	EA_positive	20	51.0
43	58	EA_positive	1	27.75
43	58	EA_positive	5	48.5
43	58	EA_positive	10	51.0
43	58	EA_positive	20	52.0
44	47	EA_negative	1	24.0
44	47	EA_negative	5	38.5
44	47	EA_negative	10	43.0
44	47	EA_negative	20	45.0
45	66	EA_positive	1	29.5
45	66	EA_positive	5	53.5
45	66	EA_positive	10	60.0
45	66	EA_positive	20	62.0
46	56	EA_positive	1	26.0
46	56	EA_positive	5	42.5
46	56	EA_positive	10	49.0
46	56	EA_positive	20	54.0
47	41	positive	1	16.5
47	41	positive	5	25.0
47	41	positive	10	31.0
47	41	positive	20	37.0
