sample_id	sequence_length	dataset	k	n_top_k
0	54	EA_positive	1	13.85
0	54	EA_positive	5	35.5
0	54	EA_positive	10	43.00000000000001
0	54	EA_positive	20	47.00000000000001
1	41	positive	1	8.5
1	41	positive	5	18.5
1	41	positive	10	25.0
1	41	positive	20	31.0
2	72	EA_positive	1	21.0
2	72	EA_positive	5	44.0
2	72	EA_positive	10	51.0
2	72	EA_positive	20	60.0
3	47	EA_negative	1	17.25
3	47	EA_negative	5	29.75
3	47	EA_negative	10	39.0
3	47	EA_negative	20	43.0
4	41	positive	1	8.0
4	41	positive	5	19.0
4	41	positive	10	25.0
4	41	positive	20	32.0
5	68	EA_positive	1	19.5
5	68	EA_positive	5	42.5
5	68	EA_positive	10	53.0
5	68	EA_positive	20	62.0
6	47	EA_negative	1	18.0
6	47	EA_negative	5	34.5
6	47	EA_negative	10	39.0
6	47	EA_negative	20	43.0
7	54	EA_positive	1	12.75
7	54	EA_positive	5	35.0
7	54	EA_positive	10	40.0
7	54	EA_positive	20	45.0
8	47	EA_negative	1	16.0
8	47	EA_negative	5	34.5
8	47	EA_negative	10	42.0
8	47	EA_negative	20	46.00000000000001
9	70	EA_positive	1	20.0
9	70	EA_positive	5	46.5
9	70	EA_positive	10	54.0
9	70	EA_positive	20	59.0
10	55	EA_positive	1	13.25
10	55	EA_positive	5	31.0
10	55	EA_positive	10	41.0
10	55	EA_positive	20	47.0
11	51	EA_positive	1	14.25
11	51	EA_positive	5	31.0
11	51	EA_positive	10	38.0
11	51	EA_positive	20	42.0
12	47	EA_negative	1	13.0
12	47	EA_negative	5	31.0
12	47	EA_negative	10	39.00000000000001
12	47	EA_negative	20	45.000000000000014
13	53	EA_positive	1	11.0
13	53	EA_positive	5	30.0
13	53	EA_positive	10	36.0
13	53	EA_positive	20	41.0
14	74	EA_positive	1	8.75
14	74	EA_positive	5	47.0
14	74	EA_positive	10	55.0
14	74	EA_positive	20	63.0
15	73	EA_positive	1	15.75
15	73	EA_positive	5	50.0
15	73	EA_positive	10	56.0
15	73	EA_positive	20	67.0
16	53	EA_positive	1	11.75
16	53	EA_positive	5	32.5
16	53	EA_positive	10	38.0
16	53	EA_positive	20	44.0
17	25	negative	1	5.666666666666667
17	25	negative	5	18.583333333333336
17	25	negative	10	20.111111111111114
17	25	negative	20	23.0
18	63	EA_positive	1	12.5
18	63	EA_positive	5	38.66666666666667
18	63	EA_positive	10	45.00000000000001
18	63	EA_positive	20	55.00000000000001
19	47	EA_negative	1	14.333333333333334
19	47	EA_negative	5	30.5
19	47	EA_negative	10	37.0
19	47	EA_negative	20	42.0
20	25	negative	1	7.0
20	25	negative	5	18.833333333333332
20	25	negative	10	22.999999999999996
20	25	negative	20	23.999999999999996
21	72	EA_positive	1	23.25
21	72	EA_positive	5	46.5
21	72	EA_positive	10	58.0
21	72	EA_positive	20	63.0
22	41	positive	1	9.5
22	41	positive	5	20.0
22	41	positive	10	28.0
22	41	positive	20	36.0
23	65	EA_positive	1	20.75
23	65	EA_positive	5	41.5
23	65	EA_positive	10	51.0
23	65	EA_positive	20	56.0
24	25	negative	1	5.5
24	25	negative	5	14.761904761904763
24	25	negative	10	20.750000000000004
24	25	negative	20	23.00000000000001
25	66	EA_positive	1	11.5
25	66	EA_positive	5	37.0
25	66	EA_positive	10	46.0
25	66	EA_positive	20	56.0
26	62	EA_positive	1	18.5
26	62	EA_positive	5	45.0
26	62	EA_positive	10	51.0
26	62	EA_positive	20	54.0
27	41	positive	1	8.5
27	41	positive	5	14.0
27	41	positive	10	19.0
27	41	positive	20	30.0
28	41	positive	1	9.5
28	41	positive	5	18.5
28	41	positive	10	24.0
28	41	positive	20	31.0
29	71	EA_positive	1	23.5
29	71	EA_positive	5	49.0
29	71	EA_positive	10	55.0
29	71	EA_positive	20	60.0
30	54	EA_positive	1	12.0
30	54	EA_positive	5	40.0
30	54	EA_positive	10	45.0
30	54	EA_positive	20	49.0
31	47	EA_negative	1	16.0
31	47	EA_negative	5	31.5
31	47	EA_negative	10	38.0
31	47	EA_negative	20	42.0
32	41	positive	1	14.5
32	41	positive	5	20.0
32	41	positive	10	25.0
32	41	positive	20	35.0
33	60	EA_positive	1	14.25
33	60	EA_positive	5	31.5
33	60	EA_positive	10	45.0
33	60	EA_positive	20	51.0
34	41	positive	1	11.5
34	41	positive	5	21.0
34	41	positive	10	25.0
34	41	positive	20	30.0
35	60	EA_positive	1	16.5
35	60	EA_positive	5	38.0
35	60	EA_positive	10	44.0
35	60	EA_positive	20	53.0
36	47	EA_negative	1	14.0
36	47	EA_negative	5	33.25
36	47	EA_negative	10	39.000000000000014
36	47	EA_negative	20	45.00000000000002
37	72	EA_positive	1	21.5
37	72	EA_positive	5	43.25
37	72	EA_positive	10	55.0
37	72	EA_positive	20	61.0
38	41	positive	1	14.5
38	41	positive	5	22.0
38	41	positive	10	28.0
38	41	positive	20	33.0
39	41	positive	1	11.5
39	41	positive	5	18.0
39	41	positive	10	26.0
39	41	positive	20	36.0
40	54	EA_positive	1	16.5
40	54	EA_positive	5	30.25
40	54	EA_positive	10	41.0
40	54	EA_positive	20	45.0
41	25	negative	1	5.576923076923077
41	25	negative	5	15.717948717948719
41	25	negative	10	22.51923076923077
41	25	negative	20	24.0
42	55	EA_positive	1	8.5
42	55	EA_positive	5	35.0
42	55	EA_positive	10	39.0
42	55	EA_positive	20	46.0
43	58	EA_positive	1	14.25
43	58	EA_positive	5	37.0
43	58	EA_positive	10	46.0
43	58	EA_positive	20	52.0
44	47	EA_negative	1	14.333333333333334
44	47	EA_negative	5	30.0
44	47	EA_negative	10	38.0
44	47	EA_negative	20	45.00000000000001
45	66	EA_positive	1	20.5
45	66	EA_positive	5	42.0
45	66	EA_positive	10	52.0
45	66	EA_positive	20	58.0
46	56	EA_positive	1	16.0
46	56	EA_positive	5	34.0
46	56	EA_positive	10	41.0
46	56	EA_positive	20	46.0
47	41	positive	1	10.5
47	41	positive	5	18.0
47	41	positive	10	23.0
47	41	positive	20	33.0
